Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 07/02  21:00:00,772.540798084,102.203354281,382.267096817,0.0,44.4937663224,124.558693486,487.115604543,427.23811754,42.4850247072,17.3924622962
 07/02  22:00:00,769.777622673,102.203354281,390.359354123,0.0,34.9616554283,124.558693486,489.455068737,452.423999913,28.3233498048,8.70771901963
 07/02  23:00:00,770.686691506,102.203354281,390.245716669,0.0,34.9616554283,124.558693486,493.585958044,462.031234316,14.1616749024,17.3930488264
 07/02  24:00:00,771.656752919,102.203354281,404.720082526,0.0,34.9616554283,113.312780494,488.117845145,473.745128157,5.66466996096,8.70804702669
 07/03  01:00:00,790.16693587,102.203354281,412.877025297,0.0,46.0930336215,113.312780494,505.375904608,482.317675727,5.66466996096,17.3935589208
 07/03  02:00:00,789.124346569,102.203354281,411.846555084,0.0,46.0930336215,113.312780494,501.3406769,486.970387882,5.66466996096,8.70561905665
 07/03  03:00:00,779.591406579,102.203354281,401.503278261,0.0,46.0930336215,113.312780494,509.488493732,486.429736909,5.66466996096,17.3940868621
 07/03  04:00:00,865.619071769,102.203354281,396.681442334,0.0,100.150657288,148.969399434,478.584086845,464.213529851,5.66466996096,8.70588703296
 07/03  05:00:00,863.411746746,102.203354281,397.00672619,0.0,100.150657288,149.894399434,771.192116741,739.634339417,14.1616749024,17.3961024212
 07/03  06:00:00,1080.87486516,102.489813095,396.900714709,0.0,176.471037341,302.612436532,535.901955169,498.872457228,28.3233498048,8.70614813627
 07/03  07:00:00,1193.3921266,103.290507895,384.30895647,0.0,243.2593065,310.10971186,493.611871829,424.817510896,42.4850247072,26.3093362255
 07/03  08:00:00,1218.38870625,103.819221643,365.941586803,0.0,243.2593065,310.10971186,476.625090588,393.543718928,56.6466996096,26.4346720503
 07/03  09:00:00,1246.94824939,104.706892915,359.685090939,0.0,243.2593065,302.612436532,438.035492067,360.193061179,42.4850247072,35.3574061806
 07/03  10:00:00,1245.26725047,105.303556028,350.42991274,0.0,243.2593065,310.10971186,438.576365573,332.220754798,70.808374512,35.547236263
 07/03  11:00:00,1226.78143218,105.830931721,332.774391197,0.0,243.2593065,310.10971186,404.192592719,297.770704724,70.808374512,35.613513483
 07/03  12:00:00,1188.1621027,106.915118516,333.906616861,0.0,243.2593065,310.10971186,366.371425141,260.123487707,70.808374512,35.439562922
 07/03  13:00:00,1234.90274798,109.021822382,342.433059164,0.0,243.2593065,302.612436532,305.911414956,213.647689149,56.6466996096,35.6170261966
 07/03  14:00:00,1244.40396888,112.351060891,347.2278061,0.0,243.2593065,302.612436532,248.54414652,170.499289176,42.4850247072,35.5598326367
 07/03  15:00:00,1247.74083678,117.18512674,345.818947891,0.0,243.2593065,302.612436532,243.774491517,151.631729272,56.6466996096,35.4960626356
 07/03  16:00:00,1254.97798104,121.733749428,341.893602902,0.0,243.2593065,310.10971186,256.799020886,145.339044523,84.9700494144,26.4899269491
 07/03  17:00:00,1253.60656234,121.837174918,340.4278555,0.0,243.2593065,310.10971186,283.12803353,171.924960935,84.9700494144,26.2330231806
 07/03  18:00:00,954.96290654,102.203354281,331.620733991,0.0,166.938926447,199.110933808,294.779766445,192.372774554,84.9700494144,17.4369424767
 07/03  19:00:00,946.092434083,102.203354281,330.942142165,0.0,166.938926447,191.61365848,302.289266974,236.911776401,56.6466996096,8.73079096271
 07/03  20:00:00,848.125627686,102.203354281,352.106636214,0.0,100.150657288,124.558693486,430.613717853,356.527061716,56.6466996096,17.4399565274
 07/03  21:00:00,825.635977344,102.203354281,364.237745889,0.0,100.150657288,124.558693486,446.412461291,386.528869533,42.4850247072,17.3985670501
 07/03  22:00:00,767.074868174,102.203354281,374.290158376,0.0,46.0930336215,124.558693486,453.837678591,416.808718255,28.3233498048,8.70561053125
 07/03  23:00:00,766.209155781,102.203354281,372.454960728,0.0,46.0930336215,124.558693486,458.184866731,426.62911579,14.1616749024,17.3940760389
 07/03  24:00:00,757.074378312,102.203354281,376.067344104,0.0,46.0930336215,113.312780494,448.105131316,433.734578414,5.66466996096,8.70588294145
 07/04  01:00:00,754.786362658,102.203354281,385.939496985,0.0,34.9616554283,113.312780494,469.150306621,446.091039161,5.66466996096,17.3945974995
 07/04  02:00:00,762.186577014,102.203354281,394.141364876,0.0,34.9616554283,113.312780494,471.005822499,456.635079114,5.66466996096,8.70607342448
 07/04  03:00:00,764.745600466,102.203354281,397.06060989,0.0,34.9616554283,113.312780494,485.712409121,462.655890552,5.66466996096,17.3918486085
 07/04  04:00:00,774.395739253,102.203354281,396.522125741,0.0,44.4937663224,113.312780494,468.430138144,454.05914298,5.66466996096,8.70632520276
 07/04  05:00:00,770.245939679,102.203354281,396.283563282,0.0,44.4937663224,113.312780494,485.664357721,454.109685435,14.1616749024,17.3929973841
 07/04  06:00:00,817.778618014,102.203354281,381.029544861,0.0,54.0258772165,176.889270242,407.110776248,370.080819847,28.3233498048,8.70660659612
 07/04  07:00:00,818.554288226,102.203354281,373.801816168,0.0,54.0258772165,184.38654557,401.766411299,341.887841239,42.4850247072,17.3935453523
 07/04  08:00:00,890.23552647,102.203354281,365.126747187,0.0,65.1572554096,220.04316451,382.205998994,308.091835019,56.6466996096,17.4674643651
 07/04  09:00:00,879.074833723,102.203354281,361.085418325,0.0,65.1572554096,212.545889182,366.65155811,306.632145347,42.4850247072,17.5343880558
 07/04  10:00:00,890.789137292,102.203354281,365.56852647,0.0,65.1572554096,220.04316451,410.218026552,313.005898465,70.808374512,26.4037535749
 07/04  11:00:00,886.54735668,102.203354281,360.171086349,0.0,65.1572554096,220.04316451,387.273074805,290.061660008,70.808374512,26.4030402843
 07/04  12:00:00,875.782999169,102.203354281,351.431390594,0.0,65.1572554096,220.04316451,381.214139643,284.003380697,70.808374512,26.4023844335
 07/04  13:00:00,861.020410119,102.203354281,344.784496632,0.0,65.1572554096,212.545889182,351.573186466,268.524752589,56.6466996096,26.4017342672
 07/04  14:00:00,850.342001813,102.203354281,335.59218697,0.0,65.1572554096,212.545889182,315.96947762,247.083366705,42.4850247072,26.4010862078
 07/04  15:00:00,847.144078782,102.203354281,333.297707304,0.0,65.1572554096,212.545889182,325.9561727,242.909033085,56.6466996096,26.400440005
 07/04  16:00:00,821.640159908,102.203354281,332.990721081,0.0,65.1572554096,220.04316451,365.441493438,254.069923019,84.9700494144,26.4015210044
 07/04  17:00:00,794.18986988,102.203354281,349.950147803,0.0,54.0258772165,184.38654557,382.945067756,271.679536192,84.9700494144,26.2954821492
 07/04  18:00:00,778.005760022,102.203354281,362.989486282,0.0,44.4937663224,163.454314868,408.565845914,314.887865098,84.9700494144,8.70793140236
 07/04  19:00:00,776.729297085,102.203354281,368.526706188,0.0,44.4937663224,155.95703954,415.083063781,341.042971448,56.6466996096,17.3933927228
 07/04  20:00:00,768.896677549,102.203354281,381.825037641,0.0,44.4937663224,124.558693486,476.696789931,411.343078118,56.6466996096,8.70701220304
 07/04  21:00:00,784.437522747,102.203354281,395.171902445,0.0,44.4937663224,124.558693486,497.497002916,437.618021066,42.4850247072,17.393957143
 07/04  22:00:00,776.486456758,102.203354281,397.592515276,0.0,34.9616554283,124.558693486,496.737593919,459.708436786,28.3233498048,8.70580732842
 07/04  23:00:00,776.884156551,102.203354281,396.864642815,0.0,34.9616554283,124.558693486,497.594173776,466.037968779,14.1616749024,17.3945300947
 07/04  24:00:00,764.236334419,102.203354281,396.608458662,0.0,34.9616554283,113.312780494,485.002442236,470.631700445,5.66466996096,8.70607183011
 07/05  01:00:00,775.415186467,102.203354281,396.635933653,0.0,46.0930336215,113.312780494,497.00512399,473.94876825,5.66466996096,17.3916857793
 07/05  02:00:00,775.407109976,102.203354281,396.640466175,0.0,46.0930336215,113.312780494,492.154136143,477.783211292,5.66466996096,8.70625488943
 07/05  03:00:00,781.863795622,102.203354281,403.683214902,0.0,46.0930336215,113.312780494,508.208059898,485.150557469,5.66466996096,17.3928324686
 07/05  04:00:00,875.502909827,102.203354281,407.31007425,0.0,100.150657288,148.969399434,482.559728659,468.188543688,5.66466996096,8.70651500993
 07/05  05:00:00,872.149136791,102.203354281,406.470905962,0.0,100.150657288,149.894399434,781.2693087,749.713652261,14.1616749024,17.3939815372
 07/05  06:00:00,1089.32691029,102.526477022,406.035483798,0.0,176.471037341,302.612436532,545.529605168,508.499463337,28.3233498048,8.70679202637
 07/05  07:00:00,1212.50492512,103.263013682,405.154309351,0.0,243.2593065,310.10971186,507.852683917,439.056668239,42.4850247072,26.3109909708
 07/05  08:00:00,1253.41311286,103.978801097,404.172471813,0.0,243.2593065,310.10971186,495.667959454,412.590758428,56.6466996096,26.4305014163
 07/05  09:00:00,1279.72839024,104.653210884,395.926631698,0.0,243.2593065,302.612436532,467.360701738,389.517200494,42.4850247072,35.3584765371
 07/05  10:00:00,1283.82579033,105.235522482,391.579445802,0.0,243.2593065,310.10971186,477.392007728,371.035324904,70.808374512,35.5483083117
 07/05  11:00:00,1279.75383448,105.838498087,385.265356142,0.0,243.2593065,310.10971186,465.566541405,359.143390009,70.808374512,35.6147768846
 07/05  12:00:00,1230.21772302,106.763654202,375.855510585,0.0,243.2593065,310.10971186,456.057968755,349.809168378,70.808374512,35.4404258653
 07/05  13:00:00,1250.28391443,107.998161896,359.948461414,0.0,243.2593065,302.612436532,428.158894966,335.894387681,56.6466996096,35.6178076755
 07/05  14:00:00,1242.74817429,109.42692742,351.024466281,0.0,243.2593065,302.612436532,390.691876349,312.646369679,42.4850247072,35.5604819627
 07/05  15:00:00,1239.98798488,111.35458008,346.84235901,0.0,243.2593065,302.612436532,386.269881305,294.126762433,56.6466996096,35.4964192631
 07/05  16:00:00,1252.60754322,113.592662686,349.904015286,0.0,243.2593065,310.10971186,413.470190241,293.18886525,84.9700494144,35.3112755759
 07/05  17:00:00,1272.43748132,115.756336623,368.847867613,0.0,243.2593065,310.10971186,395.398650262,292.934866039,84.9700494144,17.4937348088
 07/05  18:00:00,1025.56565579,102.203354281,403.484634389,0.0,166.938926447,199.110933808,389.140365456,286.733082695,84.9700494144,17.4372333468
 07/05  19:00:00,1026.16090707,102.203354281,411.488850295,0.0,166.938926447,191.61365848,380.729037263,315.354015041,56.6466996096,8.7283226115
 07/05  20:00:00,909.120641998,102.203354281,417.278321888,0.0,100.150657288,124.558693486,472.046495443,397.959643111,56.6466996096,17.4401527217
 07/05  21:00:00,876.765280035,102.203354281,420.883176572,0.0,100.150657288,124.558693486,484.4122569,424.528411906,42.4850247072,17.3988202869
 07/05  22:00:00,808.766774606,102.203354281,420.483448233,0.0,46.0930336215,124.558693486,485.75588622,448.726826688,28.3233498048,8.70570972708
 07/05  23:00:00,809.629327832,102.203354281,420.442036371,0.0,46.0930336215,124.558693486,488.744412307,457.188432161,14.1616749024,17.394305244
 07/05  24:00:00,796.956574022,102.203354281,420.176179179,0.0,46.0930336215,113.312780494,476.724489221,462.353861292,5.66466996096,8.70595796712
 07/06  01:00:00,796.933359084,102.203354281,420.17847345,0.0,46.0930336215,113.312780494,489.700224726,466.641692499,5.66466996096,17.3938622661
 07/06  02:00:00,796.923641953,102.203354281,420.188122003,0.0,46.0930336215,113.312780494,485.261716059,470.89092027,5.66466996096,8.70612582786
 07/06  03:00:00,807.181731339,102.203354281,431.336773115,0.0,46.0930336215,113.312780494,502.619229069,479.561998126,5.66466996096,17.3925609823
 07/06  04:00:00,909.251819947,102.203354281,444.231522425,0.0,100.150657288,148.969399434,481.261606928,466.890567244,5.66466996096,8.70636972292
 07/06  05:00:00,901.042735357,102.411041316,438.245479045,0.0,100.150657288,149.894399434,653.035704004,621.480339213,14.1616749024,17.3936898885
 07/06  06:00:00,1103.92220331,104.319920857,420.52652502,0.0,176.471037341,302.612436532,485.442452054,448.412469991,28.3233498048,8.70663225899
 07/06  07:00:00,1223.75170969,106.610790092,414.144472184,0.0,243.2593065,310.10971186,456.581115595,387.785609559,42.4850247072,26.3104813286
 07/06  08:00:00,1265.77375746,107.756799502,413.832475584,0.0,243.2593065,310.10971186,449.075890403,365.999427057,56.6466996096,26.4297637361
 07/06  09:00:00,1292.29151803,108.875376923,405.375536433,0.0,243.2593065,302.612436532,430.074254435,352.231862294,42.4850247072,35.3573674334
 07/06  10:00:00,1283.87885446,109.993261814,386.983770954,0.0,243.2593065,310.10971186,442.192011222,335.836691791,70.808374512,35.546944919
 07/06  11:00:00,1285.38174324,111.169035566,386.163161415,0.0,243.2593065,310.10971186,438.786995154,332.365434657,70.808374512,35.613185985
 07/06  12:00:00,1241.45450183,112.252919331,382.737794084,0.0,243.2593065,310.10971186,441.763547817,335.516169623,70.808374512,35.4390036825
 07/06  13:00:00,1277.23396023,113.829310424,383.750999391,0.0,243.2593065,302.612436532,420.465681891,328.202902615,56.6466996096,35.6160796664
 07/06  14:00:00,1274.62295795,115.7536078,378.907856355,0.0,243.2593065,302.612436532,391.914519084,313.87077303,42.4850247072,35.5587213465
 07/06  15:00:00,1270.69275299,117.350379921,373.019663568,0.0,243.2593065,302.612436532,398.344637678,306.203220476,56.6466996096,35.4947175923
 07/06  16:00:00,1283.73480524,118.635062069,378.55471986,0.0,243.2593065,310.10971186,423.825152136,306.018614107,84.9700494144,32.8364886143
 07/06  17:00:00,1287.43017579,119.810731325,381.308931801,0.0,243.2593065,310.10971186,410.988960139,306.07728375,84.9700494144,19.9416269751
 07/06  18:00:00,1008.38879853,102.203354281,384.907332796,0.0,166.938926447,199.110933808,413.315655447,310.909019157,84.9700494144,17.4365868757
 07/06  19:00:00,1001.72868893,102.203354281,384.681184755,0.0,166.938926447,191.61365848,385.150765329,319.773468179,56.6466996096,8.73059754038
 07/06  20:00:00,887.964828679,102.203354281,394.013834034,0.0,100.150657288,124.558693486,465.253993108,391.167810039,56.6466996096,17.4394834588
 07/06  21:00:00,855.331614838,102.203354281,397.356371616,0.0,100.150657288,124.558693486,474.002513497,414.119337776,42.4850247072,17.3981510143
 07/06  22:00:00,787.441273698,102.203354281,397.089285858,0.0,46.0930336215,124.558693486,474.43648569,437.407743293,28.3233498048,8.70539259261
 07/06  23:00:00,788.32014709,102.203354281,397.071757473,0.0,46.0930336215,124.558693486,476.796098122,445.240831657,14.1616749024,17.3935915626
 07/06  24:00:00,791.038533241,102.203354281,413.504380794,0.0,46.0930336215,113.312780494,471.385370238,457.01507253,5.66466996096,8.70562774695
 07/07  01:00:00,798.809036098,102.203354281,422.104372538,0.0,46.0930336215,113.312780494,488.583122499,465.524418265,5.66466996096,17.3940342731
 07/07  02:00:00,797.716571228,102.203354281,421.032323871,0.0,46.0930336215,113.312780494,484.047076248,469.676620888,5.66466996096,8.70578539881
 07/07  03:00:00,797.394381042,102.203354281,420.726248502,0.0,46.0930336215,113.312780494,496.84252937,473.783388636,5.66466996096,17.3944707731
 07/07  04:00:00,890.495801741,102.203354281,420.730833223,0.0,100.150657288,148.969399434,471.718319853,457.347653968,5.66466996096,8.70599592424
 07/07  05:00:00,886.867651913,102.683074508,419.901649895,0.0,100.150657288,149.894399434,630.111903832,598.556913981,14.1616749024,17.3933149491
 07/07  06:00:00,1103.30153529,105.187612918,417.449143695,0.0,176.471037341,302.612436532,497.213554154,460.183972596,28.3233498048,8.70623175303
 07/07  07:00:00,1218.77290695,108.292595692,406.941059051,0.0,243.2593065,310.10971186,485.544980121,416.751024803,42.4850247072,26.3089306114
 07/07  08:00:00,1240.78909664,109.788817429,384.585753731,0.0,243.2593065,310.10971186,454.953417739,371.878506472,56.6466996096,26.4282116575
 07/07  09:00:00,1272.66667423,110.728543968,381.94243155,0.0,243.2593065,302.612436532,428.281417286,350.440952874,42.4850247072,35.3554397051
 07/07  10:00:00,1257.00809622,111.745588306,355.826686605,0.0,243.2593065,310.10971186,433.198905735,326.849761359,70.808374512,35.5407698649
 07/07  11:00:00,1234.55895487,113.245099069,332.336206403,0.0,243.2593065,310.10971186,395.571017603,289.152138532,70.808374512,35.6105045589
 07/07  12:00:00,1192.72164546,114.581050769,330.961307408,0.0,243.2593065,310.10971186,371.562195468,265.317130855,70.808374512,35.4366901012
 07/07  13:00:00,1232.94525069,116.609561372,334.719163695,0.0,243.2593065,302.612436532,336.761597029,244.501563403,56.6466996096,35.6133340159
 07/07  14:00:00,1237.65554503,119.675579361,335.678532702,0.0,243.2593065,302.612436532,297.465689978,219.424705501,42.4850247072,35.5559597696
 07/07  15:00:00,1233.1672101,119.587656464,332.277304866,0.0,243.2593065,302.612436532,331.866698659,239.727884885,56.6466996096,35.4921141644
 07/07  16:00:00,1234.64472082,120.685615706,327.709686905,0.0,243.2593065,310.10971186,375.607813896,264.151128317,84.9700494144,26.4866361638
 07/07  17:00:00,1252.15735139,121.255308793,343.019279043,0.0,243.2593065,310.10971186,406.933647626,295.73277539,84.9700494144,26.2308228212
 07/07  18:00:00,1008.59639,102.203354281,384.821974619,0.0,166.938926447,199.110933808,407.988269869,314.290153045,84.9700494144,8.72806740949
 07/07  19:00:00,1019.91806177,102.203354281,405.257262126,0.0,166.938926447,191.61365848,406.912789091,332.825381765,56.6466996096,17.4407077162
 07/07  20:00:00,904.066462514,102.203354281,412.475635102,0.0,100.150657288,124.558693486,476.714139293,402.628988365,56.6466996096,17.4384513184
 07/07  21:00:00,867.392263855,102.203354281,411.281164366,0.0,100.150657288,124.558693486,481.615577697,421.733452441,42.4850247072,17.3971005495
 07/07  22:00:00,800.255207721,102.203354281,411.27163389,0.0,46.0930336215,124.558693486,481.485295715,444.454455378,28.3233498048,8.70749053305
 07/07  23:00:00,807.638319569,102.203354281,418.277318567,0.0,46.0930336215,124.558693486,487.711004493,456.156814923,14.1616749024,17.3925146679
 07/07  24:00:00,798.701695796,102.203354281,422.079618697,0.0,46.0930336215,113.312780494,478.198674375,463.826257019,5.66466996096,8.70774739581
 07/08  01:00:00,798.08033832,102.203354281,421.476258332,0.0,46.0930336215,113.312780494,491.260482122,468.202910103,5.66466996096,17.3929020582
 07/08  02:00:00,797.90954693,102.203354281,421.314097134,0.0,46.0930336215,113.312780494,486.318257257,471.948320563,5.66466996096,8.70526673277
 07/08  03:00:00,797.866873556,102.203354281,421.28747288,0.0,46.0930336215,113.312780494,498.656394284,475.59841963,5.66466996096,17.3933046927
 07/08  04:00:00,807.957541412,102.203354281,421.188554136,0.0,55.6251445156,113.312780494,481.645990371,467.275854862,5.66466996096,8.7054655474
 07/08  05:00:00,807.763405718,102.203354281,421.04904329,0.0,55.6251445156,113.312780494,500.384042666,468.828600943,14.1616749024,17.3937668209
 07/08  06:00:00,865.472810498,102.203354281,421.127783574,0.0,65.1572554096,176.889270242,442.957089317,405.928067427,28.3233498048,8.70567208508
 07/08  07:00:00,986.498959177,102.523838748,420.502103891,0.0,109.682768182,220.96816451,598.722273456,538.842474798,42.4850247072,17.3947739508
 07/08  08:00:00,989.918612108,102.53150184,413.421267462,0.0,109.682768182,220.96816451,553.559885913,479.436117988,56.6466996096,17.4770683153
 07/08  09:00:00,1094.066687,103.477923233,408.939610362,0.0,131.945524568,266.955817592,518.383707255,449.582752817,42.4850247072,26.3159297306
 07/08  10:00:00,1096.11689027,103.664323864,402.897459285,0.0,131.945524568,274.45309292,519.795389262,422.561365993,70.808374512,26.4256487576
 07/08  11:00:00,1074.88180317,103.780741306,378.384213113,0.0,131.945524568,274.45309292,491.934598109,394.698945579,70.808374512,26.4272780183
 07/08  12:00:00,1028.90111212,103.852130619,362.733778236,0.0,131.945524568,274.45309292,469.145720163,371.914147152,70.808374512,26.4231984988
 07/08  13:00:00,1020.09739942,103.929203706,360.916906349,0.0,131.945524568,266.955817592,445.065346088,361.998586779,56.6466996096,26.4200596992
 07/08  14:00:00,1020.73489057,104.036248127,361.441641324,0.0,131.945524568,266.955817592,414.726780819,345.822636241,42.4850247072,26.4191198704
 07/08  15:00:00,944.385353126,102.203354281,363.787239308,0.0,109.682768182,212.545889182,353.243558955,270.171700184,56.6466996096,26.4251591608
 07/08  16:00:00,952.026542694,102.203354281,364.122679058,0.0,109.682768182,220.04316451,389.930729512,278.539491216,84.9700494144,26.421188882
 07/08  17:00:00,915.281726653,102.203354281,370.321840452,0.0,109.682768182,220.04316451,388.625365377,286.116656221,84.9700494144,17.5386597421
 07/08  18:00:00,892.067966438,102.203354281,387.682884217,0.0,100.150657288,199.110933808,421.903417352,319.540236215,84.9700494144,17.3931317223
 07/08  19:00:00,896.90781988,102.203354281,400.604122809,0.0,100.150657288,191.61365848,403.440864284,338.08749795,56.6466996096,8.70666672429
 07/08  20:00:00,804.384259842,102.203354281,408.84337475,0.0,55.6251445156,124.558693486,492.823701143,418.783281138,56.6466996096,17.393720395
 07/08  21:00:00,810.566892721,102.203354281,411.819886516,0.0,55.6251445156,124.558693486,502.446568295,442.569387505,42.4850247072,17.3921560834
 07/08  22:00:00,800.120471009,102.203354281,411.423358452,0.0,46.0930336215,124.558693486,500.327036975,463.297537447,28.3233498048,8.70614972353
 07/08  23:00:00,801.010384633,102.203354281,411.189409771,0.0,46.0930336215,124.558693486,501.934123984,470.37985931,14.1616749024,17.3925897715
 07/08  24:00:00,788.495357371,102.203354281,411.070705782,0.0,46.0930336215,113.312780494,488.172359509,473.801305294,5.66466996096,8.70638425476
 07/09  01:00:00,777.322466976,102.203354281,411.116966797,0.0,34.9616554283,113.312780494,499.85511215,476.797491873,5.66466996096,17.3929503162
 07/09  02:00:00,777.307893994,102.203354281,411.121559513,0.0,34.9616554283,113.312780494,494.738660013,480.367448069,5.66466996096,8.70654198284
 07/09  03:00:00,777.293632405,102.203354281,411.1208492,0.0,34.9616554283,113.312780494,507.201564094,484.143566425,5.66466996096,17.3933277081
 07/09  04:00:00,787.414218989,102.203354281,411.034931656,0.0,44.4937663224,113.312780494,490.203292691,475.831870342,5.66466996096,8.70675238787
 07/09  05:00:00,778.122836932,102.203354281,400.978790348,0.0,44.4937663224,113.312780494,505.658737361,474.105955743,14.1616749024,17.3911067159
 07/09  06:00:00,840.564224974,102.203354281,406.102142965,0.0,54.0258772165,176.889270242,436.851875967,399.821554776,28.3233498048,8.7069713863
 07/09  07:00:00,852.764089383,102.203354281,411.557722201,0.0,54.0258772165,184.38654557,440.893744024,381.017202982,42.4850247072,17.391516335
 07/09  08:00:00,931.716288218,102.203354281,411.082795169,0.0,65.1572554096,220.04316451,432.330793787,358.221739902,56.6466996096,17.4623542754
 07/09  09:00:00,918.554423022,102.203354281,404.958910999,0.0,65.1572554096,212.545889182,406.897473975,346.878697948,42.4850247072,17.5337513201
 07/09  10:00:00,916.979834837,102.203354281,395.145245548,0.0,65.1572554096,220.04316451,429.296390074,332.08758238,70.808374512,26.4004331828
 07/09  11:00:00,915.293195887,102.203354281,392.095968237,0.0,65.1572554096,220.04316451,419.825557427,322.617586961,70.808374512,26.3995959544
 07/09  12:00:00,909.478045968,102.203354281,386.932151738,0.0,65.1572554096,220.04316451,416.05076581,318.843624765,70.808374512,26.398766533
 07/09  13:00:00,893.572242334,102.203354281,377.6376866,0.0,65.1572554096,212.545889182,394.380102753,311.335463355,56.6466996096,26.3979397887
 07/09  14:00:00,890.955190442,102.203354281,374.668912725,0.0,65.1572554096,212.545889182,368.068908372,299.181639126,42.4850247072,26.4022445386
 07/09  15:00:00,891.389862498,102.203354281,375.120917187,0.0,65.1572554096,212.545889182,375.161282941,292.113214698,56.6466996096,26.401368634
 07/09  16:00:00,871.89719074,102.203354281,381.524010951,0.0,65.1572554096,220.04316451,401.357096316,289.986514931,84.9700494144,26.4005319706
 07/09  17:00:00,833.267860141,102.203354281,390.420632118,0.0,54.0258772165,184.38654557,394.921899727,292.418442606,84.9700494144,17.5334077074
 07/09  18:00:00,805.45033192,102.203354281,393.303037952,0.0,44.4937663224,163.454314868,433.837578423,331.475472001,84.9700494144,17.3920570077
 07/09  19:00:00,804.113949735,102.203354281,399.21367645,0.0,44.4937663224,155.95703954,433.505019141,368.152396662,56.6466996096,8.70592286945
 07/09  20:00:00,792.757067723,102.203354281,408.434782534,0.0,44.4937663224,124.558693486,508.50692725,434.468090911,56.6466996096,17.3921367291
 07/09  21:00:00,798.953186127,102.203354281,411.398197691,0.0,44.4937663224,124.558693486,504.283831353,453.092666293,42.4850247072,8.70614035225
 07/09  22:00:00,788.508393401,102.203354281,410.989154934,0.0,34.9616554283,124.558693486,517.314518392,471.598610889,28.3233498048,17.3925576979
 07/09  23:00:00,789.563488127,102.203354281,410.942854692,0.0,34.9616554283,124.558693486,501.033940634,478.165908618,14.1616749024,8.70635711338
 07/09  24:00:00,777.084914315,102.203354281,410.862729281,0.0,34.9616554283,113.312780494,506.185188971,483.127420985,5.66466996096,17.3930980252
 07/10  01:00:00,788.282138472,102.203354281,410.905256402,0.0,46.0930336215,113.312780494,501.816186354,487.44497699,5.66466996096,8.70653940293
 07/10  02:00:00,798.445100188,102.203354281,422.007219679,0.0,46.0930336215,113.312780494,519.234659256,496.176709564,5.66466996096,17.3932797313
 07/10  03:00:00,791.780043748,102.203354281,414.975426188,0.0,46.0930336215,113.312780494,523.002886415,499.946425955,5.66466996096,17.3917904993
 07/10  04:00:00,887.978160469,102.203354281,421.160731308,0.0,100.150657288,148.969399434,493.670836622,479.300212918,5.66466996096,8.70595374345
 07/10  05:00:00,893.070310027,102.203354281,425.435490255,0.0,100.150657288,149.894399434,832.158133033,800.604261528,14.1616749024,17.3921966027
 07/10  06:00:00,1105.81023635,102.480554667,424.474012847,0.0,176.471037341,302.612436532,581.700400848,544.670884008,28.3233498048,8.70616703503
 07/10  07:00:00,1218.76594047,102.835061634,412.806470477,0.0,243.2593065,310.10971186,553.780834349,484.991042231,42.4850247072,26.3047674103
 07/10  08:00:00,1256.37938479,103.298952786,408.2405463,0.0,243.2593065,310.10971186,539.752839486,456.676101672,56.6466996096,26.4300382043
 07/10  09:00:00,1290.2002616,103.983167055,408.097563602,0.0,243.2593065,302.612436532,501.657952775,432.646745884,42.4850247072,26.5261821839
 07/10  10:00:00,1285.67318062,104.589254971,394.484826513,0.0,243.2593065,310.10971186,510.223740554,403.858500521,70.808374512,35.5568655215
 07/10  11:00:00,1280.97759716,105.126993434,387.650935024,0.0,243.2593065,310.10971186,500.211088909,384.879564359,70.808374512,44.5231500379
 07/10  12:00:00,1234.42581046,105.618409353,381.979856023,0.0,243.2593065,310.10971186,466.296352829,368.901712817,70.808374512,26.5862654995
 07/10  13:00:00,1259.13596286,106.325380947,371.792709842,0.0,243.2593065,302.612436532,454.622122712,353.456704464,56.6466996096,44.5187186385
 07/10  14:00:00,1256.22814026,107.491703871,367.325102496,0.0,243.2593065,302.612436532,413.72245718,335.697208497,42.4850247072,35.5402239757
 07/10  15:00:00,1255.95866609,109.036884496,365.442077075,0.0,243.2593065,302.612436532,413.838908381,321.714752657,56.6466996096,35.4774561146
 07/10  16:00:00,1267.90539377,110.807836701,369.39756482,0.0,243.2593065,310.10971186,426.159823127,314.698182921,84.9700494144,26.4915907921
 07/10  17:00:00,1270.93934302,111.894478588,371.609242774,0.0,243.2593065,310.10971186,423.309766367,320.847975445,84.9700494144,17.4917415072
 07/10  18:00:00,1011.6956372,102.203354281,388.542178001,0.0,166.938926447,199.110933808,417.282346653,314.873723562,84.9700494144,17.4385736762
 07/10  19:00:00,1015.01146168,102.203354281,399.422103726,0.0,166.938926447,191.61365848,411.443131209,337.356704343,56.6466996096,17.4397272571
 07/10  20:00:00,900.771332633,102.203354281,408.223769985,0.0,100.150657288,124.558693486,486.388883695,412.304123189,56.6466996096,17.4380608968
