Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 04/04  16:00:00,1339.841234,113.362408398,416.94177572,0.0,243.2593065,310.10971186,449.223927392,328.844126671,84.9700494144,35.4097513059
 04/04  17:00:00,1328.4788577,114.301912626,418.204601295,0.0,243.2593065,310.10971186,437.043157931,334.546949448,84.9700494144,17.5261590683
 04/04  18:00:00,1049.31771804,102.203354281,418.913423302,0.0,166.938926447,199.110933808,455.736707566,353.302465152,84.9700494144,17.4641929996
 04/04  19:00:00,1046.25001468,102.203354281,417.742158462,0.0,166.938926447,191.61365848,474.428295211,400.31812679,56.6466996096,17.4634688109
 04/04  20:00:00,913.061242383,102.203354281,417.163944815,0.0,100.150657288,124.558693486,533.913426178,459.803092264,56.6466996096,17.4636343052
 04/04  21:00:00,873.110273014,102.203354281,416.115021401,0.0,100.150657288,124.558693486,533.080882926,473.178035414,42.4850247072,17.417822805
 04/04  22:00:00,807.168784177,102.203354281,415.162902291,0.0,46.0930336215,124.558693486,538.33748638,492.60081167,28.3233498048,17.4133249044
 04/04  23:00:00,813.037962432,102.203354281,415.512282469,0.0,46.0930336215,124.558693486,522.656733416,499.777263902,14.1616749024,8.71779461108
 04/04  24:00:00,802.59871977,102.203354281,414.4948658,0.0,46.0930336215,113.312780494,527.890860054,504.815282136,5.66466996096,17.4109079575
 04/05  01:00:00,802.45821325,102.203354281,414.073427671,0.0,46.0930336215,113.312780494,531.389578831,508.312182048,5.66466996096,17.4127268219
 04/05  02:00:00,801.22893016,102.203354281,413.117078098,0.0,46.0930336215,113.312780494,526.810095903,512.427972073,5.66466996096,8.71745386914
 04/05  03:00:00,799.447497854,102.203354281,411.350750694,0.0,46.0930336215,113.312780494,541.790903868,518.715568675,5.66466996096,17.410665232
 04/05  04:00:00,886.686297343,102.203354281,410.653509163,0.0,100.150657288,148.969399434,526.642363508,503.565515993,5.66466996096,17.4121775542
 04/05  05:00:00,888.191515317,102.69694421,410.420131937,0.0,100.150657288,149.894399434,728.563124838,705.684258369,14.1616749024,8.71719156579
 04/05  06:00:00,1113.13664282,104.127766337,411.197261097,0.0,176.471037341,302.612436532,579.580361821,533.843533487,28.3233498048,17.4134785284
 04/05  07:00:00,1228.55514258,106.123007459,412.887097184,0.0,243.2593065,310.10971186,563.39672536,494.554839338,42.4850247072,26.356861315
 04/05  08:00:00,1277.98834379,107.171447277,413.707446544,0.0,243.2593065,310.10971186,557.329222993,474.187374731,56.6466996096,26.4951486517
 04/05  09:00:00,1318.23839306,107.988384896,415.039285126,0.0,243.2593065,302.612436532,536.492335287,458.549712075,42.4850247072,35.4575985044
 04/05  10:00:00,1318.54632476,108.739204114,418.172845163,0.0,243.2593065,310.10971186,544.575060787,438.093369591,70.808374512,35.6733166837
 04/05  11:00:00,1313.04496018,109.242563601,422.405038572,0.0,243.2593065,310.10971186,550.643953344,435.162616719,70.808374512,44.6729621133
 04/05  12:00:00,1273.53043068,109.710806279,426.125021102,0.0,243.2593065,310.10971186,545.655888584,439.298139202,70.808374512,35.5493748708
 04/05  13:00:00,1307.09626166,109.735738052,426.876289281,0.0,243.2593065,302.612436532,573.052619644,471.724344959,56.6466996096,44.6815750751
 04/05  14:00:00,1305.06422655,110.147567089,424.495610211,0.0,243.2593065,302.612436532,552.385663789,474.228694295,42.4850247072,35.6719447869
 04/05  15:00:00,1304.52147138,110.566736282,423.574703049,0.0,243.2593065,302.612436532,565.946071417,464.793832081,56.6466996096,44.5055397266
 04/05  16:00:00,1311.67497188,111.350628232,423.292686292,0.0,243.2593065,310.10971186,550.202982146,438.667111455,84.9700494144,26.5658212768
 04/05  17:00:00,1311.91136136,111.666485611,423.204425617,0.0,243.2593065,310.10971186,549.44971696,438.202334516,84.9700494144,26.2773330296
 04/05  18:00:00,1036.35453712,102.203354281,422.347818625,0.0,166.938926447,199.110933808,517.893118809,415.461975793,84.9700494144,17.4610936019
 04/05  19:00:00,1038.91278309,102.203354281,419.917802712,0.0,166.938926447,191.61365848,514.540247433,440.430604653,56.6466996096,17.4629431698
 04/05  20:00:00,910.796677313,102.203354281,416.933185912,0.0,100.150657288,124.558693486,567.235295229,493.127621703,56.6466996096,17.4609739168
 04/05  21:00:00,867.29541441,102.203354281,414.498395761,0.0,100.150657288,124.558693486,553.614481267,502.408771338,42.4850247072,8.72068522259
 04/05  22:00:00,798.144881686,102.203354281,413.533056911,0.0,46.0930336215,124.558693486,568.372360774,522.636946512,28.3233498048,17.4120644571
 04/05  23:00:00,806.676171981,102.203354281,411.666222238,0.0,46.0930336215,124.558693486,562.240698157,530.666000449,14.1616749024,17.4130228053
 04/05  24:00:00,795.548917235,102.203354281,407.529706486,0.0,46.0930336215,113.312780494,552.54786575,538.165557583,5.66466996096,8.71763820628
 04/06  01:00:00,793.844366546,102.203354281,405.318090086,0.0,46.0930336215,113.312780494,573.1526747,550.076518226,5.66466996096,17.4114865134
 04/06  02:00:00,793.477681964,102.203354281,405.474076044,0.0,46.0930336215,113.312780494,571.2242259,548.147242316,5.66466996096,17.4123136223
 04/06  03:00:00,792.3858652,102.203354281,404.452502446,0.0,46.0930336215,113.312780494,567.853987275,553.472074129,5.66466996096,8.71724318553
 04/06  04:00:00,878.611103923,102.203354281,402.439853163,0.0,100.150657288,148.969399434,582.7555384,559.67712015,5.66466996096,17.413748289
 04/06  05:00:00,882.949213431,102.790072413,397.912548066,0.0,100.150657288,149.894399434,841.80550677,810.232065999,14.1616749024,17.4117658685
 04/06  06:00:00,1106.36762258,104.282991328,393.104876707,0.0,176.471037341,302.612436532,627.694427175,590.654123048,28.3233498048,8.71695432215
 04/06  07:00:00,1220.05418477,106.871474744,392.939241369,0.0,243.2593065,310.10971186,593.616339048,524.772918858,42.4850247072,26.3583954828
 04/06  08:00:00,1251.81040176,107.836185305,399.44655646,0.0,243.2593065,310.10971186,557.286831793,474.150638844,56.6466996096,26.4894933394
 04/06  09:00:00,1290.33223434,108.809545721,411.306112576,0.0,243.2593065,302.612436532,520.27745878,442.326758504,42.4850247072,35.465675568
 04/06  10:00:00,1314.67459632,109.666813127,418.216540622,0.0,243.2593065,310.10971186,523.487676094,408.088860857,70.808374512,44.590440725
 04/06  11:00:00,1329.38829789,110.277842691,422.729600041,0.0,243.2593065,310.10971186,496.714861078,390.168015343,70.808374512,35.738471223
 04/06  12:00:00,1281.45384302,110.262240345,423.919104971,0.0,243.2593065,310.10971186,521.745171201,415.378497923,70.808374512,35.558298766
 04/06  13:00:00,1311.77426252,110.634140756,420.055251742,0.0,243.2593065,302.612436532,523.727083647,422.407240112,56.6466996096,44.6731439253
 04/06  14:00:00,1302.48348799,111.145725364,416.734569957,0.0,243.2593065,302.612436532,509.939264718,422.859126993,42.4850247072,44.5951130185
 04/06  15:00:00,1300.47597023,112.075870175,418.19122088,0.0,243.2593065,302.612436532,473.32674766,381.086503946,56.6466996096,35.5935441043
 04/06  16:00:00,1310.72996057,112.022882004,421.490620204,0.0,243.2593065,310.10971186,534.346022141,414.26252913,84.9700494144,35.1134435966
 04/06  17:00:00,1310.02479802,111.89071899,421.130669727,0.0,243.2593065,310.10971186,551.987044071,449.211676595,84.9700494144,17.8053180615
 04/06  18:00:00,1033.34137368,102.203354281,419.025286333,0.0,166.938926447,199.110933808,507.683574862,405.24869117,84.9700494144,17.4648342776
 04/06  19:00:00,1037.17507036,102.203354281,417.903394386,0.0,166.938926447,191.61365848,515.079750442,440.968071353,56.6466996096,17.4649794796
 04/06  20:00:00,907.504178895,102.203354281,414.060909834,0.0,100.150657288,124.558693486,565.263489883,491.152175772,56.6466996096,17.4646145023
 04/06  21:00:00,867.493381795,102.203354281,410.427381974,0.0,100.150657288,124.558693486,561.930699471,502.027774191,42.4850247072,17.4179005735
 04/06  22:00:00,803.472377138,102.203354281,406.85376135,0.0,46.0930336215,124.558693486,567.790990054,530.7503943,28.3233498048,8.71724594857
 04/06  23:00:00,806.350432856,102.203354281,405.088740613,0.0,46.0930336215,124.558693486,563.077200605,531.501773541,14.1616749024,17.4137521615
 04/06  24:00:00,794.451754919,102.203354281,405.855929399,0.0,46.0930336215,113.312780494,557.79692578,534.720491524,5.66466996096,17.4117642951
 04/07  01:00:00,793.629063523,102.203354281,405.389214056,0.0,46.0930336215,113.312780494,555.956875083,541.575330534,5.66466996096,8.7168745888
 04/07  02:00:00,791.82666224,102.203354281,403.742923963,0.0,46.0930336215,113.312780494,570.001179434,546.923530159,5.66466996096,17.4129793137
 04/07  03:00:00,791.096767382,102.203354281,403.063167486,0.0,46.0930336215,113.312780494,574.032053347,550.956399051,5.66466996096,17.4109843349
 04/07  04:00:00,881.444821742,102.203354281,402.831589975,0.0,100.150657288,148.969399434,570.811334934,556.430147584,5.66466996096,8.71651738903
 04/07  05:00:00,878.956568889,102.822134937,404.40994357,0.0,100.150657288,149.894399434,833.009481686,801.433126526,14.1616749024,17.4146802575
 04/07  06:00:00,1100.93026708,104.514729919,409.461777861,0.0,176.471037341,302.612436532,615.83322091,578.794091828,28.3233498048,8.71577927724
 04/07  07:00:00,1216.61156584,106.719085867,414.141894862,0.0,243.2593065,310.10971186,599.394403448,530.550786752,42.4850247072,26.3585919884
 04/07  08:00:00,1262.00593119,107.526150531,417.456478909,0.0,243.2593065,310.10971186,595.850639209,503.887629846,56.6466996096,35.3163097532
 04/07  09:00:00,1299.81330327,108.188282384,421.247940668,0.0,243.2593065,302.612436532,563.49752677,494.416969303,42.4850247072,26.5955327597
 04/07  10:00:00,1311.0440721,108.809665099,424.213473864,0.0,243.2593065,310.10971186,592.836837795,477.449304543,70.808374512,44.5791587393
 04/07  11:00:00,1318.16199203,109.400072531,428.668331063,0.0,243.2593065,310.10971186,576.109765189,460.62173469,70.808374512,44.6796559875
 04/07  12:00:00,1280.09564437,109.887762819,431.572969297,0.0,243.2593065,310.10971186,557.891931503,451.550226073,70.808374512,35.5333309177
 04/07  13:00:00,1314.92644604,110.465807148,432.506200736,0.0,243.2593065,302.612436532,524.317854241,431.932765015,56.6466996096,35.7383896166
 04/07  14:00:00,1315.49180399,110.740425521,432.776552937,0.0,243.2593065,302.612436532,519.296940624,432.226869158,42.4850247072,44.5850467591
 04/07  15:00:00,1316.38681372,111.108913205,432.721999781,0.0,243.2593065,302.612436532,520.42881665,428.186323588,56.6466996096,35.5957934526
 04/07  16:00:00,1323.63642262,111.619815172,432.409461092,0.0,243.2593065,310.10971186,542.52321102,422.149992601,84.9700494144,35.4031690044
 04/07  17:00:00,1322.55520224,111.942340528,431.583839248,0.0,243.2593065,310.10971186,534.900618518,432.407291022,84.9700494144,17.5232780811
 04/07  18:00:00,1046.10875111,102.203354281,431.007033916,0.0,166.938926447,199.110933808,533.581160186,431.149184657,84.9700494144,17.4619261147
 04/07  19:00:00,1049.13977719,102.203354281,430.703734539,0.0,166.938926447,191.61365848,522.145935355,448.038663892,56.6466996096,17.4605718531
 04/07  20:00:00,915.560327298,102.203354281,427.262633039,0.0,100.150657288,124.558693486,566.483969862,492.374856381,56.6466996096,17.4624138719
 04/07  21:00:00,874.502264875,102.203354281,424.583262595,0.0,100.150657288,124.558693486,557.727248406,497.82432994,42.4850247072,17.4178937581
 04/07  22:00:00,812.466533851,102.203354281,422.93093516,0.0,46.0930336215,124.558693486,552.769891947,515.730744827,28.3233498048,8.71579731472
 04/07  23:00:00,814.165826425,102.203354281,421.169532793,0.0,46.0930336215,124.558693486,553.436313837,521.860879428,14.1616749024,17.4137595064
 04/07  24:00:00,793.448082264,102.203354281,421.313427446,0.0,46.0930336215,113.312780494,550.125103567,527.047071715,5.66466996096,17.4133618904
 04/08  01:00:00,792.773194617,102.203354281,421.740809315,0.0,46.0930336215,113.312780494,545.870099619,531.489982514,5.66466996096,8.71544714421
 04/08  02:00:00,797.361313061,102.203354281,419.838584614,0.0,46.0930336215,113.312780494,560.478372172,537.400768952,5.66466996096,17.4129332589
 04/08  03:00:00,797.960916235,102.203354281,417.936812496,0.0,46.0930336215,113.312780494,565.001166031,541.922680159,5.66466996096,17.4138159111
 04/08  04:00:00,807.514932999,102.203354281,416.49716463,0.0,55.6251445156,113.312780494,550.111414375,535.731663711,5.66466996096,8.71508070281
 04/08  05:00:00,809.950204592,102.203354281,414.784255262,0.0,55.6251445156,113.312780494,569.869303155,538.295407235,14.1616749024,17.4122210178
 04/08  06:00:00,872.819063162,102.203354281,414.904943018,0.0,65.1572554096,176.889270242,525.855528673,480.119057098,28.3233498048,17.4131217708
 04/08  07:00:00,977.815188851,102.577212914,417.749280985,0.0,109.682768182,220.96816451,787.314462286,736.115276053,42.4850247072,8.71416152595
 04/08  08:00:00,989.766466881,102.571189371,420.568354893,0.0,109.682768182,220.96816451,726.949388994,644.058340056,56.6466996096,26.2443493283
 04/08  09:00:00,1096.35290917,103.021236261,419.443004465,0.0,131.945524568,266.955817592,657.931331042,597.860573528,42.4850247072,17.5857328073
 04/08  10:00:00,1106.06644241,103.140383393,420.878726114,0.0,131.945524568,274.45309292,657.231685947,551.108415587,70.808374512,35.3148958486
 04/08  11:00:00,1113.16125321,103.370104464,425.746315943,0.0,131.945524568,274.45309292,601.912004275,504.612504478,70.808374512,26.4911252845
 04/08  12:00:00,1088.36302519,103.34920076,424.875531289,0.0,131.945524568,274.45309292,607.790030901,510.501383883,70.808374512,26.4802725064
 04/08  13:00:00,1080.8341863,103.42161321,420.587435358,0.0,131.945524568,266.955817592,579.524884386,487.571330181,56.6466996096,35.3068545945
 04/08  14:00:00,1084.05706243,103.470024544,417.325958978,0.0,131.945524568,266.955817592,530.281008186,461.312416515,42.4850247072,26.4835669639
 04/08  15:00:00,1005.94816581,102.203354281,415.294023802,0.0,109.682768182,212.545889182,436.614193476,353.485743055,56.6466996096,26.4817508118
 04/08  16:00:00,1015.54653269,102.203354281,409.671350552,0.0,109.682768182,220.04316451,482.73180017,362.457580122,84.9700494144,35.3041706338
 04/08  17:00:00,980.02688872,102.203354281,405.505784032,0.0,109.682768182,220.04316451,462.075996785,359.530986989,84.9700494144,17.574960382
 04/08  18:00:00,939.365778722,102.203354281,403.458165295,0.0,100.150657288,199.110933808,510.099122476,407.715869242,84.9700494144,17.4132038196
 04/08  19:00:00,936.00598013,102.203354281,402.94033089,0.0,100.150657288,191.61365848,520.813533519,446.755599181,56.6466996096,17.4112347285
 04/08  20:00:00,829.695157105,102.203354281,400.23824445,0.0,55.6251445156,124.558693486,573.453098301,508.09115846,56.6466996096,8.71524023097
 04/08  21:00:00,820.655101467,102.203354281,398.340827883,0.0,55.6251445156,124.558693486,578.250340411,518.352772301,42.4850247072,17.4125434027
 04/08  22:00:00,809.466727693,102.203354281,398.911686612,0.0,46.0930336215,124.558693486,588.211636726,542.474847244,28.3233498048,17.4134396772
 04/08  23:00:00,817.012202118,102.203354281,398.440956734,0.0,46.0930336215,124.558693486,600.881913467,578.005325265,14.1616749024,8.71491329962
 04/08  24:00:00,812.1395446,102.203354281,397.297044678,0.0,46.0930336215,113.312780494,573.564427132,550.487768723,5.66466996096,17.4119884488
 04/09  01:00:00,793.439178843,102.203354281,398.791432528,0.0,34.9616554283,113.312780494,577.209798714,554.132528943,5.66466996096,17.4125998099
 04/09  02:00:00,788.932168349,102.203354281,401.755247788,0.0,34.9616554283,113.312780494,572.760851131,558.378817766,5.66466996096,8.71736340382
 04/09  03:00:00,790.087902221,102.203354281,402.953714417,0.0,34.9616554283,113.312780494,586.389115024,563.313491884,5.66466996096,17.4109531782
 04/09  04:00:00,804.840825122,102.203354281,402.554017976,0.0,44.4937663224,113.312780494,589.226755253,566.150289196,5.66466996096,17.4117960959
 04/09  05:00:00,806.842102469,102.203354281,400.101302943,0.0,44.4937663224,113.312780494,586.73449882,563.855861969,14.1616749024,8.71696194855
 04/09  06:00:00,868.075072785,102.203354281,395.807555463,0.0,54.0258772165,176.889270242,552.688676291,506.952197168,28.3233498048,17.4131293187
 04/09  07:00:00,862.16529329,102.203354281,393.794274879,0.0,54.0258772165,184.38654557,538.970522323,479.074433709,42.4850247072,17.4110639068
 04/09  08:00:00,946.64528918,102.203354281,398.522524802,0.0,65.1572554096,220.04316451,513.170238583,439.035383292,56.6466996096,17.4881556819
 04/09  09:00:00,944.224032059,102.203354281,403.030656067,0.0,65.1572554096,212.545889182,475.953055511,415.899268477,42.4850247072,17.5687623266
 04/09  10:00:00,960.359197122,102.203354281,405.437906206,0.0,65.1572554096,220.04316451,501.313234658,395.230441133,70.808374512,35.2744190133
 04/09  11:00:00,960.766668797,102.203354281,406.768982036,0.0,65.1572554096,220.04316451,480.524250968,383.252647376,70.808374512,26.4632290805
 04/09  12:00:00,952.468239195,102.203354281,410.460175612,0.0,65.1572554096,220.04316451,479.327143634,382.056264096,70.808374512,26.4625050265
 04/09  13:00:00,950.414095844,102.203354281,413.400714328,0.0,65.1572554096,212.545889182,458.951746139,375.848845424,56.6466996096,26.4562011055
