days_ap_kor_amt,days_unit_ap_qty,days_unit_price,incremental_number,org_display,ap_date
280000000,3,280000000,8433,Gwangyang,2015-10-28T00:00:00.0000000
280015751,9227,103872,5256,Jungbu Incheon,2011-03-16T00:00:00.0000000
280030150,28949,718984,1244,Jungbu Incheon,2011-06-09T00:00:00.0000000
280053800,7,3910513800,9512,Pohang,2014-05-28T00:00:00.0000000
280218290,65679,1564709397,14129,Iksan VIP,2012-03-31T00:00:00.0000000
280221530,146729,104619515,14384,Gunsan Chemical,2013-12-24T00:00:00.0000000
280239860,655,255311360,4100,Gunsan Chemical,2012-11-28T00:00:00.0000000
280242493,998400,0,7661,Gunsan RE,2019-12-05T00:00:00.0000000
280512487,1451,7790708,7559,Jungbu Incheon,2019-03-28T00:00:00.0000000
280590353,538,7438,13047,Jungbu Incheon,2018-12-21T00:00:00.0000000
280653890,38553,332435,6333,Jungbu Incheon,2016-07-22T00:00:00.0000000
280659462,1358,1209,8394,Jungbu Incheon,2018-09-13T00:00:00.0000000
280760000,2,1170760000,2099,Gwangyang,2018-06-14T00:00:00.0000000
280985759,54293,867343,6990,Jungbu Incheon,2013-02-26T00:00:00.0000000
281065850,2250,544,9208,Jungbu Incheon,2019-11-22T00:00:00.0000000
281200000,40001,236002260,12079,Gunsan Chemical,2018-02-22T00:00:00.0000000
281416765,21419,3493,7962,Jungbu Incheon,2016-11-01T00:00:00.0000000
281521563,23024,264781680,5646,Gunsan Chemical,2012-11-26T00:00:00.0000000
281546074,290590,279018521,7901,Gunsan Chemical,2012-06-27T00:00:00.0000000
281597255,35513,347882758,4507,Iksan,2015-11-27T00:00:00.0000000
281969380,22209,1791184359,5910,Gunsan Chemical,2020-05-27T00:00:00.0000000
282039535,99229,687602,8322,Jungbu Incheon,2012-07-20T00:00:00.0000000
282046316,56081,1183904881,10887,Gunsan RE,2011-11-10T00:00:00.0000000
282120300,396,4333,14062,Jungbu Incheon,2018-10-26T00:00:00.0000000
282151380,37184,23365,7585,Jungbu Incheon,2016-04-15T00:00:00.0000000
282289748,14620,4381,812,Jungbu Incheon,2016-05-25T00:00:00.0000000
282340225,9370,62811,830,Jungbu Incheon,2014-09-19T00:00:00.0000000
282868850,110514,71055625,10934,Iksan,2018-11-28T00:00:00.0000000
282996392,56325,11043,10161,Jungbu Incheon,2014-06-17T00:00:00.0000000
283000000,1,283000000,6773,Gunsan RE,2014-12-09T00:00:00.0000000
283000000,4,283000000,13171,Gunsan Chemical,2014-11-14T00:00:00.0000000
283079990,97990,119056800,7209,Gunsan RE,2014-04-22T00:00:00.0000000
283103198,13368,934668,13258,Jungbu Incheon,2010-07-05T00:00:00.0000000
283158498,93520,1130000003,14568,Gunsan RE,2010-10-26T00:00:00.0000000
283402864,218,132500010,11977,Iksan,2012-12-24T00:00:00.0000000
283559660,88547,186150092,7201,Gunsan Chemical,2015-03-27T00:00:00.0000000
283932312,12771,14284,5653,Jungbu Incheon,2015-09-02T00:00:00.0000000
283950000,0,5500000000,5495,Gwangyang,2014-02-24T00:00:00.0000000
284251250,526,282156000,6503,Gunsan Chemical,2014-11-25T00:00:00.0000000
284499000,1100,1825,12609,Jungbu Incheon,2010-12-18T00:00:00.0000000
284545500,17,288500000,4075,Pohang,2012-06-22T00:00:00.0000000
284650000,1000,250,8599,Jungbu Incheon,2018-10-30T00:00:00.0000000
284838974,2948,2832,3149,Jungbu Incheon,2020-01-21T00:00:00.0000000
284905350,100000,2,12457,Gunsan RE,2014-10-06T00:00:00.0000000
285191270,96416,291054164,3483,Gunsan Chemical,2020-01-30T00:00:00.0000000
285685280,258,6491,11395,Jungbu Incheon,2019-07-19T00:00:00.0000000
285710131,998400,0,8984,Gunsan RE,2019-07-16T00:00:00.0000000
285793690,384000,1,3044,Gunsan RE,2017-02-04T00:00:00.0000000
285876694,111315,269111479,5162,Gunsan Chemical,2013-03-25T00:00:00.0000000
285992900,5855,39796780,2847,Gunsan RE,2015-01-22T00:00:00.0000000
286070000,0,1400000000,13488,Gunsan RE,2011-10-15T00:00:00.0000000
286077638,8858,214636,6186,Jungbu Incheon,2014-01-23T00:00:00.0000000
286215407,16183,22497,4784,Jungbu Incheon,2011-06-03T00:00:00.0000000
286254892,119730,163001,8898,Gunsan Chemical,2011-05-13T00:00:00.0000000
286297200,14400,17,5287,Gunsan RE,2019-04-18T00:00:00.0000000
286339400,100000,2,4660,Gunsan RE,2014-07-02T00:00:00.0000000
286358304,534,410465,13881,Jungbu Incheon,2011-06-21T00:00:00.0000000
286511903,384000,1,9199,Gunsan RE,2017-11-02T00:00:00.0000000
286531170,302505,2638729,1097,Jungbu Incheon,2011-07-29T00:00:00.0000000
286628250,25110,30384,2477,Jungbu Incheon,2014-04-14T00:00:00.0000000
286746300,1000,476,8429,Jungbu Incheon,2017-01-22T00:00:00.0000000
287025280,1840,296,1035,Jungbu Incheon,2014-11-01T00:00:00.0000000
287191000,5500,851221,6265,Jungbu Incheon,2011-09-02T00:00:00.0000000
287231613,1814,423,7515,Jungbu Incheon,2018-08-05T00:00:00.0000000
287238220,1447,216739410,11768,Gunsan Chemical,2016-06-27T00:00:00.0000000
287381600,384001,35900001,11215,Gunsan RE,2017-07-07T00:00:00.0000000
287438562,346390,158906,2212,Gunsan Chemical,2019-05-30T00:00:00.0000000
288200000,0,1441000000,8172,Gunsan Chemical,2018-07-16T00:00:00.0000000
288229625,1586,80827,5444,Jungbu Incheon,2019-03-20T00:00:00.0000000
288570656,1141,8212,9044,Jungbu Incheon,2018-01-10T00:00:00.0000000
288759012,86741,205056572,8375,Gunsan Chemical,2019-06-26T00:00:00.0000000
288798930,2400,475,13584,Jungbu Incheon,2015-09-19T00:00:00.0000000
288803500,10003,554065010,5450,Iksan,2018-08-14T00:00:00.0000000
288892130,34508,117497091,9554,Gunsan Chemical,2014-10-27T00:00:00.0000000
289081641,757,10260,9525,Jungbu Incheon,2017-10-27T00:00:00.0000000
289213150,27470,9956747,3701,Jungbu Incheon,2013-08-27T00:00:00.0000000
289267450,35300,192775,1653,Jungbu Incheon,2015-02-26T00:00:00.0000000
289413000,100000,2903,11525,Gunsan RE,2014-02-11T00:00:00.0000000
289526431,18801,66000010,147,Pohang,2015-03-23T00:00:00.0000000
289549012,3889,28800057,3140,Gunsan RE,2020-05-15T00:00:00.0000000
289724738,1810,5936,925,Jungbu Incheon,2017-07-05T00:00:00.0000000
289830100,57669,43990,13213,Jungbu Incheon,2012-05-08T00:00:00.0000000
289871470,900,859,6674,Jungbu Incheon,2018-08-10T00:00:00.0000000
290234740,95000,430734713,10408,Iksan VIP,2013-12-31T00:00:00.0000000
290267755,89294,2222395,6213,Jungbu Incheon,2012-06-27T00:00:00.0000000
290391355,14582,81700012,10790,Gunsan RE,2017-01-20T00:00:00.0000000
290405110,2932,13035,985,Jungbu Incheon,2017-04-04T00:00:00.0000000
290490000,18,290490000,14560,Pohang,2018-06-25T00:00:00.0000000
291252449,11883,10893,4303,Jungbu Incheon,2015-12-03T00:00:00.0000000
291438270,31132,2861366903,3838,Pohang,2019-11-21T00:00:00.0000000
291900338,26008,26607,2020,Jungbu Incheon,2017-04-13T00:00:00.0000000
292018341,22600,26570,7289,Jungbu Incheon,2014-05-15T00:00:00.0000000
292166444,20631,22370,5711,Jungbu Incheon,2010-06-07T00:00:00.0000000
292429327,19066,3476,6321,Jungbu Incheon,2010-12-09T00:00:00.0000000
292472520,14600,97084,14100,Jungbu Incheon,2013-01-04T00:00:00.0000000
292749343,85674,7484858,11973,Jungbu Incheon,2014-09-29T00:00:00.0000000
292969000,32420,3549,14543,Jungbu Incheon,2014-11-05T00:00:00.0000000
293277600,14400,17,9804,Gunsan RE,2019-05-02T00:00:00.0000000
293580000,0,5500000000,6111,Gwangyang,2014-10-25T00:00:00.0000000
293815455,159218,105592053,7797,Iksan VIP,2013-01-31T00:00:00.0000000
293831117,998400,0,428,Gunsan RE,2019-07-17T00:00:00.0000000
293848800,140001,105000001,8229,Gunsan RE,2010-10-05T00:00:00.0000000
293945976,71968,4744864,5499,Jungbu Incheon,2013-10-30T00:00:00.0000000
294111395,27282,1056260,9830,Jungbu Incheon,2010-09-09T00:00:00.0000000
294349531,6900,8245,11501,Jungbu Incheon,2015-09-24T00:00:00.0000000
294364200,729,4614500,11228,Gwangyang,2019-04-29T00:00:00.0000000
294443690,52173,16787,10998,Jungbu Incheon,2016-08-01T00:00:00.0000000
294468480,384000,1,10695,Gunsan RE,2017-07-08T00:00:00.0000000
294683821,504,265300305,10206,Pohang,2016-02-22T00:00:00.0000000
294867651,4835,195039,13899,Jungbu Incheon,2015-02-03T00:00:00.0000000
294947005,3,1680742400,2441,Gunsan RE,2011-07-18T00:00:00.0000000
294973880,82520,13005,7938,Jungbu Incheon,2015-03-16T00:00:00.0000000
295201420,23288,264432,9742,Jungbu Incheon,2010-09-08T00:00:00.0000000
295309900,64,290237600,14651,Gunsan RE,2012-07-26T00:00:00.0000000
295370820,1140,673,5016,Jungbu Incheon,2019-03-07T00:00:00.0000000
295375580,64,280874000,10733,Gunsan Chemical,2014-11-19T00:00:00.0000000
295491900,6307,244,8194,Jungbu Incheon,2020-02-07T00:00:00.0000000
295512386,25460,35058,1066,Jungbu Incheon,2017-04-11T00:00:00.0000000
295630680,72425,870191,8576,Jungbu Incheon,2013-11-06T00:00:00.0000000
295695094,55540,73447,4403,Jungbu Incheon,2013-08-28T00:00:00.0000000
295727991,13589,39440,13185,Jungbu Incheon,2016-11-11T00:00:00.0000000
295893979,265730,181607673,4858,Gunsan Chemical,2015-07-30T00:00:00.0000000
296199400,3726,221266780,12207,Gunsan RE,2017-01-26T00:00:00.0000000
296466593,43657,20243,6938,Jungbu Incheon,2012-11-28T00:00:00.0000000
296532879,0,650000,13250,Gunsan RE,2012-03-16T00:00:00.0000000
296670015,29682,8,8077,Pohang,2010-02-15T00:00:00.0000000
296675183,29648,8,11329,Pohang,2010-03-01T00:00:00.0000000
296848680,124,149354300,9325,Pohang,2019-11-26T00:00:00.0000000
296985260,46471,231412,8490,Jungbu Incheon,2012-05-03T00:00:00.0000000
297250250,33842,113067436,14773,Gwangyang,2014-08-29T00:00:00.0000000
297389336,0,4600000,2254,Gunsan RE,2011-03-27T00:00:00.0000000
297470450,22755,6250,7030,Jungbu Incheon,2017-01-12T00:00:00.0000000
297541950,26053,649684558,7715,Pohang,2015-11-25T00:00:00.0000000
298230699,30567,8,8385,Pohang,2010-04-16T00:00:00.0000000
298440000,0,5500000000,9523,Gwangyang,2014-09-28T00:00:00.0000000
298685600,2228,244012570,11032,Gwangyang,2018-07-30T00:00:00.0000000
298780105,5717,63376850,14749,Gunsan RE,2012-01-18T00:00:00.0000000
298894200,100000,2,2284,Gunsan RE,2014-12-08T00:00:00.0000000
299019250,21213,1848510,8435,Jungbu Incheon,2014-02-19T00:00:00.0000000
299250000,0,4750000000,9755,Gunsan Chemical,2011-08-20T00:00:00.0000000
299388871,1871,566,13279,Jungbu Incheon,2018-08-19T00:00:00.0000000
299512461,1042,1651,7652,Jungbu Incheon,2019-08-08T00:00:00.0000000
299531600,14285,167120190,9741,Gunsan RE,2013-01-22T00:00:00.0000000
299586643,22749,4295,13003,Jungbu Incheon,2010-08-17T00:00:00.0000000
299590767,2826,40950,12839,Jungbu Incheon,2015-11-20T00:00:00.0000000
299625471,11478,133149631,1894,Gunsan Chemical,2014-08-21T00:00:00.0000000
299851760,5615,14450,8934,Jungbu Incheon,2015-07-16T00:00:00.0000000
300063400,43800,39670,13953,Jungbu Incheon,2011-01-04T00:00:00.0000000
300153205,2266,638,3386,Jungbu Incheon,2017-08-02T00:00:00.0000000
300404000,160632,1097455,2235,Iksan,2014-08-26T00:00:00.0000000
300663232,104000,4,10267,Gunsan Chemical,2010-09-14T00:00:00.0000000
300935810,100005,34202,2359,Gunsan RE,2015-05-13T00:00:00.0000000
300937045,18840,53903011,13911,Pohang,2013-08-29T00:00:00.0000000
301121278,18822,84308410,14099,Pohang,2017-10-30T00:00:00.0000000
301150400,56149,2176489,6266,Jungbu Incheon,2013-06-04T00:00:00.0000000
301265910,336718,346519799,9428,Pohang,2013-11-28T00:00:00.0000000
301339580,16,616030600,9541,Gunsan RE,2013-02-20T00:00:00.0000000
301908268,62272,9179,3497,Jungbu Incheon,2015-07-17T00:00:00.0000000
302020575,30691,2100008,13669,Pohang,2010-04-23T00:00:00.0000000
302293270,1043,755,2066,Jungbu Incheon,2017-03-06T00:00:00.0000000
302644450,67255,397026930,2708,Gunsan RE,2014-05-21T00:00:00.0000000
302726675,46111,14751502,9966,Jungbu Incheon,2011-11-28T00:00:00.0000000
302871400,981,318790740,3389,Pohang,2018-07-27T00:00:00.0000000
303273744,183419,83925,6919,Jungbu Incheon,2010-04-13T00:00:00.0000000
303289420,270349,71318000,10640,Gunsan Chemical,2012-11-15T00:00:00.0000000
303348504,14550,1553,7235,Gunsan Chemical,2019-10-10T00:00:00.0000000
303430140,56800,29245,7294,Jungbu Incheon,2012-07-23T00:00:00.0000000
303680614,41275,29825,2825,Jungbu Incheon,2016-11-07T00:00:00.0000000
303742049,7649,13990,723,Jungbu Incheon,2016-03-08T00:00:00.0000000
303745021,30567,8,663,Pohang,2010-11-17T00:00:00.0000000
303834693,244102,259,9683,Iksan VIP,2012-08-22T00:00:00.0000000
303843593,2664,408,12225,Jungbu Incheon,2019-03-02T00:00:00.0000000
303886200,14425,183207830,646,Gwangyang,2016-01-29T00:00:00.0000000
303895670,264393,200249320,752,Gunsan Chemical,2012-07-27T00:00:00.0000000
303909073,30659,8,6591,Pohang,2010-01-14T00:00:00.0000000
304000000,3,304000000,12836,Pohang,2014-11-11T00:00:00.0000000
304007000,9368,719101200,5583,Gunsan Chemical,2015-09-15T00:00:00.0000000
304029630,57260,22142,2562,Jungbu Incheon,2011-07-01T00:00:00.0000000
304038116,17904,412800001,5635,Gunsan RE,2010-12-10T00:00:00.0000000
304274366,18645,8243,8566,Jungbu Incheon,2017-06-02T00:00:00.0000000
304349200,89070,11737,1453,Jungbu Incheon,2017-02-01T00:00:00.0000000
304502933,1565,1138314,13301,Jungbu Incheon,2010-05-28T00:00:00.0000000
304797948,124744,18873483,11463,Iksan,2011-04-29T00:00:00.0000000
304928583,30567,8,14132,Pohang,2010-12-07T00:00:00.0000000
305000000,1,1495400000,9669,Gwangyang,2019-06-14T00:00:00.0000000
305040423,1730,5317,4829,Jungbu Incheon,2019-05-15T00:00:00.0000000
305278000,40,372629000,2146,Iksan,2015-05-28T00:00:00.0000000
305325416,30637,4800008,11858,Pohang,2010-10-18T00:00:00.0000000
305482400,17,305482400,1376,Gwangyang,2011-04-19T00:00:00.0000000
305705690,30628,8,14076,Pohang,2010-12-08T00:00:00.0000000
306070864,2443,631,2918,Jungbu Incheon,2017-10-12T00:00:00.0000000
306090742,2005,705,14360,Jungbu Incheon,2018-06-17T00:00:00.0000000
306100000,2,306100000,6692,Pohang,2017-03-15T00:00:00.0000000
306295136,11,611740000,6920,Pohang,2018-11-22T00:00:00.0000000
306783826,30628,8,13065,Pohang,2010-01-07T00:00:00.0000000
307000000,2,307000000,7965,Gunsan RE,2010-06-16T00:00:00.0000000
307016072,1465,537,4178,Jungbu Incheon,2013-06-01T00:00:00.0000000
307363680,100000,2,5429,Gunsan RE,2015-04-06T00:00:00.0000000
307505640,88563,1116023,8278,Jungbu Incheon,2015-01-27T00:00:00.0000000
308156070,130134,7043545,3739,Jungbu Incheon,2014-05-27T00:00:00.0000000
308183040,128,4400,171,Jungbu Incheon,2015-05-23T00:00:00.0000000
308200000,0,335000000,12545,Gunsan Chemical,2016-02-22T00:00:00.0000000
308286664,396,10090,12993,Jungbu Incheon,2019-09-16T00:00:00.0000000
308438019,0,674447,12941,Gunsan RE,2013-03-21T00:00:00.0000000
308447250,66,1305401000,12681,Gwangyang,2011-08-30T00:00:00.0000000
308736681,30598,8,4092,Pohang,2010-03-04T00:00:00.0000000
308853820,445,8115,6245,Jungbu Incheon,2019-01-04T00:00:00.0000000
309121970,715155,148111646,7465,Iksan,2013-06-28T00:00:00.0000000
309140847,7147,2509168,1837,Jungbu Incheon,2014-12-15T00:00:00.0000000
309180990,22959,113723483,6897,Pohang,2018-05-26T00:00:00.0000000
309292751,22996,11740,201,Jungbu Incheon,2015-10-19T00:00:00.0000000
309308333,31352,5400,4792,Jungbu Incheon,2014-02-05T00:00:00.0000000
309326800,23,524326800,6175,Pohang,2016-01-28T00:00:00.0000000
309730003,3163,1050,1679,Jungbu Incheon,2019-09-06T00:00:00.0000000
309949325,35024,87070520,521,Gunsan Chemical,2018-06-25T00:00:00.0000000
310023084,26422,616200,1049,Jungbu Incheon,2011-12-09T00:00:00.0000000
310264527,30690,8,10926,Pohang,2010-09-28T00:00:00.0000000
310294377,46667,237166,8205,Jungbu Incheon,2011-07-22T00:00:00.0000000
310385800,63200,8863,8553,Jungbu Incheon,2014-05-12T00:00:00.0000000
310438954,2338,342,11247,Jungbu Incheon,2017-11-25T00:00:00.0000000
310562167,620,3995372,11354,Jungbu Incheon,2019-05-30T00:00:00.0000000
310676995,10025,29422,14453,Jungbu Incheon,2010-02-19T00:00:00.0000000
310884529,19435,145850,11159,Jungbu Incheon,2017-04-25T00:00:00.0000000
310912711,30690,8,8677,Pohang,2010-12-16T00:00:00.0000000
310990384,9316,52973,4252,Jungbu Incheon,2010-08-12T00:00:00.0000000
311062780,90342,212687354,12919,Gunsan Chemical,2014-03-27T00:00:00.0000000
311237545,30614,3800008,13454,Pohang,2010-03-27T00:00:00.0000000
311285500,100001,20500002,11925,Gunsan RE,2015-01-13T00:00:00.0000000
311321603,30598,8,9885,Pohang,2010-01-05T00:00:00.0000000
311394610,1115,1930,133,Jungbu Incheon,2012-05-01T00:00:00.0000000
311426800,9993,799040,10110,Jungbu Incheon,2011-09-15T00:00:00.0000000
311473134,21000,13,7483,Pohang,2011-11-03T00:00:00.0000000
311628416,53994,95328268,1463,Gunsan Chemical,2017-02-24T00:00:00.0000000
312421100,75988,6842438,3492,Jungbu Incheon,2011-08-29T00:00:00.0000000
312519283,32641,6812521,873,Jungbu Incheon,2012-06-28T00:00:00.0000000
312671095,1166,7190,8529,Jungbu Incheon,2018-05-08T00:00:00.0000000
312683502,4542,77150,2967,Jungbu Incheon,2012-03-15T00:00:00.0000000
313076246,6164,9578,5650,Jungbu Incheon,2017-03-02T00:00:00.0000000
313166130,4200,2826,14725,Jungbu Incheon,2015-02-17T00:00:00.0000000
313269506,13877,870670,10735,Jungbu Incheon,2015-03-11T00:00:00.0000000
313319156,3899,71,2892,Gunsan RE,2019-02-02T00:00:00.0000000
313367800,21160,5980,5742,Jungbu Incheon,2016-09-09T00:00:00.0000000
313373110,41351,279647,2887,Jungbu Incheon,2011-09-23T00:00:00.0000000
313412700,51723,321799060,2736,Pohang,2016-12-26T00:00:00.0000000
313596143,18814,127050010,4469,Pohang,2017-11-07T00:00:00.0000000
313754804,54115,57390,3971,Jungbu Incheon,2010-04-07T00:00:00.0000000
313921040,86686,1111490,4970,Jungbu Incheon,2013-10-22T00:00:00.0000000
313931520,561862,25284836,8109,Iksan,2013-12-30T00:00:00.0000000
314335980,1500,916,586,Jungbu Incheon,2016-09-19T00:00:00.0000000
314364738,251,43490928,4350,Gwangyang,2011-09-26T00:00:00.0000000
314424905,86650,3,7292,Gunsan Chemical,2014-05-16T00:00:00.0000000
314429330,24531,541255720,11943,Iksan,2018-01-29T00:00:00.0000000
314546740,163974,2928140,6727,Jungbu Incheon,2012-09-28T00:00:00.0000000
314643500,58550,19160,68,Jungbu Incheon,2015-07-14T00:00:00.0000000
314739559,1369,140144165,9131,Iksan,2019-11-21T00:00:00.0000000
314870568,28986,8072,11353,Jungbu Incheon,2014-11-27T00:00:00.0000000
314974115,126999,8891,11559,Gunsan Chemical,2011-04-11T00:00:00.0000000
315136293,29749,15600008,10049,Pohang,2010-05-21T00:00:00.0000000
315278085,416,668,14572,Gwangyang,2010-03-11T00:00:00.0000000
315291000,7,315291000,8521,Gwangyang,2014-10-21T00:00:00.0000000
315363480,121861,89000003,12151,Gunsan RE,2011-02-24T00:00:00.0000000
315412826,384001,37000000,9834,Gunsan RE,2017-09-06T00:00:00.0000000
315580000,13,315580000,13955,Gwangyang,2015-10-21T00:00:00.0000000
315597712,196764,5,3641,Iksan VIP,2020-02-19T00:00:00.0000000
315876403,97529,81250,7284,Jungbu Incheon,2013-03-12T00:00:00.0000000
315889901,2614,408,698,Jungbu Incheon,2019-06-16T00:00:00.0000000
315968980,17213,1625496992,10348,Gwangyang,2019-06-28T00:00:00.0000000
316005059,23884,12926446,7338,Iksan,2017-09-07T00:00:00.0000000
316159630,42250,7974,6362,Jungbu Incheon,2017-03-07T00:00:00.0000000
316514820,48117,21719,6155,Jungbu Incheon,2014-07-09T00:00:00.0000000
316648800,6000,52,12371,Gunsan Chemical,2014-09-01T00:00:00.0000000
316735511,998399,0,9671,Gunsan RE,2019-04-04T00:00:00.0000000
316741530,5481,15022,13518,Jungbu Incheon,2013-12-11T00:00:00.0000000
316845658,1870,570,3975,Jungbu Incheon,2019-08-30T00:00:00.0000000
316892855,14552,145000022,12062,Gunsan RE,2014-10-13T00:00:00.0000000
316931250,62190,48303,1464,Jungbu Incheon,2013-06-19T00:00:00.0000000
317206000,398,1610610750,11428,Iksan VIP,2013-11-29T00:00:00.0000000
317425200,132896,256081540,10912,Gunsan Chemical,2012-11-22T00:00:00.0000000
317681233,1677,608,12124,Jungbu Incheon,2019-03-15T00:00:00.0000000
317716360,628887,149239544,14367,Gunsan Chemical,2014-07-30T00:00:00.0000000
318019908,30659,8,718,Pohang,2010-08-18T00:00:00.0000000
318033261,53179,737603,4323,Jungbu Incheon,2010-06-18T00:00:00.0000000
318074260,54439,192142846,742,Gwangyang,2015-12-30T00:00:00.0000000
318143484,1994,564,6394,Jungbu Incheon,2018-07-21T00:00:00.0000000
318197176,13344,116618,5401,Jungbu Incheon,2015-06-15T00:00:00.0000000
318550950,1580,1657,4941,Jungbu Incheon,2010-08-21T00:00:00.0000000
318620382,2350,911,10072,Jungbu Incheon,2020-04-27T00:00:00.0000000
318683140,5840,7571,3394,Jungbu Incheon,2016-05-13T00:00:00.0000000
318850000,5,318850000,6342,Gwangyang,2013-10-26T00:00:00.0000000
318932152,1796,277990262,10586,Pohang,2020-05-28T00:00:00.0000000
319284351,151000,40,2266,Gunsan RE,2012-04-18T00:00:00.0000000
319364447,1052,209347,10452,Jungbu Incheon,2017-11-14T00:00:00.0000000
319381750,5950,126700,8555,Jungbu Incheon,2016-12-14T00:00:00.0000000
319438600,53556,93213230,8418,Gunsan Chemical,2018-03-28T00:00:00.0000000
319620096,126,11400,2133,Jungbu Incheon,2011-03-19T00:00:00.0000000
319802944,71675,637997637,3711,Iksan VIP,2012-08-31T00:00:00.0000000
320054499,178000,1890001990,13005,Gunsan Chemical,2010-10-26T00:00:00.0000000
320141782,70668,1588152,2023,Jungbu Incheon,2010-10-29T00:00:00.0000000
320219820,11680,283338312,11116,Pohang,2016-04-28T00:00:00.0000000
320340000,19,320340000,8688,Pohang,2012-05-29T00:00:00.0000000
320377170,25690,17733,4836,Jungbu Incheon,2011-09-19T00:00:00.0000000
320412822,2536,1440,7850,Jungbu Incheon,2019-12-17T00:00:00.0000000
320650750,35933,4922680,4810,Jungbu Incheon,2012-12-11T00:00:00.0000000
320800000,10001,592000900,14089,Gunsan RE,2018-05-24T00:00:00.0000000
320826194,2032,564,6071,Jungbu Incheon,2018-07-29T00:00:00.0000000
320847985,88980,475024390,6003,Gunsan Chemical,2015-05-27T00:00:00.0000000
320981979,44405,183302,7122,Jungbu Incheon,2014-06-02T00:00:00.0000000
320998640,2054,556,817,Jungbu Incheon,2019-06-05T00:00:00.0000000
321153900,24630,2870,9305,Jungbu Incheon,2016-08-25T00:00:00.0000000
321179773,50983,2102329,14061,Jungbu Incheon,2010-03-15T00:00:00.0000000
321233865,261,380025,14317,Jungbu Incheon,2012-07-09T00:00:00.0000000
321689120,66657,309685,11543,Jungbu Incheon,2010-01-20T00:00:00.0000000
321692506,18800,702800010,5629,Pohang,2016-02-20T00:00:00.0000000
321722700,172053,3897136,4705,Iksan,2018-11-27T00:00:00.0000000
321812384,25788,10,600,Pohang,2011-10-17T00:00:00.0000000
322008818,2885,2528,2307,Jungbu Incheon,2020-03-27T00:00:00.0000000
322067090,33077,23953,3020,Jungbu Incheon,2016-12-12T00:00:00.0000000
322231951,434000,1,7968,Gunsan RE,2017-10-28T00:00:00.0000000
322399509,19009,497,6352,Pohang,2012-10-15T00:00:00.0000000
322549408,842,5007,374,Jungbu Incheon,2017-07-13T00:00:00.0000000
322988757,658,9448,785,Jungbu Incheon,2020-04-09T00:00:00.0000000
323078760,834191,124587714,9793,Iksan,2012-10-30T00:00:00.0000000
323151190,402,720,565,Pohang,2013-05-20T00:00:00.0000000
323253000,6000,52,10767,Gunsan Chemical,2014-08-01T00:00:00.0000000
323357900,30252,662632,626,Jungbu Incheon,2011-08-09T00:00:00.0000000
323403000,22060,18423,4450,Jungbu Incheon,2013-04-01T00:00:00.0000000
323529404,825,4564,13098,Jungbu Incheon,2018-03-06T00:00:00.0000000
323565581,3360,89,8165,Gunsan RE,2018-06-02T00:00:00.0000000
323715365,2043,565,14396,Jungbu Incheon,2018-09-08T00:00:00.0000000
323963160,139,323891880,8207,Gunsan RE,2014-12-19T00:00:00.0000000
324218884,29572,36300,2582,Jungbu Incheon,2017-05-10T00:00:00.0000000
324227000,1677,1540156000,3316,Iksan,2019-05-15T00:00:00.0000000
324285000,14220,5665,3002,Jungbu Incheon,2011-12-16T00:00:00.0000000
324372214,2480,611,2983,Jungbu Incheon,2017-08-29T00:00:00.0000000
324414956,45253,42625,4005,Jungbu Incheon,2013-08-26T00:00:00.0000000
324480450,21000,13,10589,Pohang,2011-09-17T00:00:00.0000000
324559680,1500,646,8839,Jungbu Incheon,2011-03-12T00:00:00.0000000
324707851,30628,8,2836,Pohang,2010-06-04T00:00:00.0000000
325176480,20000,28,1287,Iksan,2019-02-22T00:00:00.0000000
325212086,38833,174518289,5688,Gunsan Chemical,2015-10-29T00:00:00.0000000
325244855,30660,210008,7516,Pohang,2010-07-16T00:00:00.0000000
325562904,30653,8,2631,Pohang,2010-07-23T00:00:00.0000000
325609017,29259,142082,10187,Jungbu Incheon,2016-01-14T00:00:00.0000000
326226400,2439,668132090,625,Iksan,2017-03-20T00:00:00.0000000
326258278,1495,1075,9967,Jungbu Incheon,2020-04-03T00:00:00.0000000
326400000,0,1360000000,5363,Gunsan Chemical,2019-07-22T00:00:00.0000000
326416908,454,609,6479,Iksan,2010-08-18T00:00:00.0000000
326542907,1569,4738,3914,Jungbu Incheon,2018-09-14T00:00:00.0000000
326754009,599242,113922767,4239,Gunsan Chemical,2012-11-29T00:00:00.0000000
327098205,130000,3,4662,Gunsan RE,2016-01-08T00:00:00.0000000
327368753,27884,3436553,2900,Jungbu Incheon,2013-05-20T00:00:00.0000000
327499858,2408,519,5354,Jungbu Incheon,2018-05-29T00:00:00.0000000
327600000,0,1820000000,5334,Pohang,2011-10-15T00:00:00.0000000
327787722,30530,75900864,4296,Gunsan RE,2012-07-17T00:00:00.0000000
327888176,19482,2279572,6006,Iksan,2017-06-15T00:00:00.0000000
328681150,26531,227459638,10789,Gunsan RE,2012-06-26T00:00:00.0000000
329014125,2412,360,2304,Jungbu Incheon,2018-01-07T00:00:00.0000000
329392140,18157,252900165,10057,Gunsan Chemical,2016-12-29T00:00:00.0000000
329518766,92897,132004507,6609,Gunsan Chemical,2019-03-28T00:00:00.0000000
329521569,998402,49950000,13241,Gunsan RE,2019-12-09T00:00:00.0000000
329888708,73893,222377,14107,Jungbu Incheon,2014-03-11T00:00:00.0000000
