days_ap_kor_amt,days_unit_ap_qty,days_unit_price,incremental_number,org_display,ap_date
329893200,120000,2,2550,Gunsan RE,2014-08-11T00:00:00.0000000
330046233,31488,162870,14509,Jungbu Incheon,2015-08-03T00:00:00.0000000
330275400,42530,3208757,8294,Jungbu Incheon,2012-08-17T00:00:00.0000000
330372675,18819,110903010,13406,Pohang,2015-06-17T00:00:00.0000000
330637033,6905584,188,8900,Gunsan RE,2010-06-26T00:00:00.0000000
330884562,2293,496286833,1127,Pohang,2020-05-08T00:00:00.0000000
331330000,5,331330000,7282,Gwangyang,2010-10-20T00:00:00.0000000
331464090,87080,549004510,5213,Iksan,2018-11-20T00:00:00.0000000
331646400,6000,54,2031,Gunsan Chemical,2014-06-03T00:00:00.0000000
331646600,27318,371892400,4834,Gunsan RE,2014-07-29T00:00:00.0000000
331989112,30567,8,2050,Pohang,2010-05-29T00:00:00.0000000
332036826,3490,242,9919,Jungbu Incheon,2010-05-29T00:00:00.0000000
332406009,173065,235715924,10422,Gunsan Chemical,2017-08-29T00:00:00.0000000
332518876,30690,8,12670,Pohang,2010-07-02T00:00:00.0000000
332523063,33360,2252376,8974,Jungbu Incheon,2011-08-16T00:00:00.0000000
332572060,32532,1307831,638,Jungbu Incheon,2012-05-30T00:00:00.0000000
332633000,400,779,13395,Iksan,2018-05-02T00:00:00.0000000
332889340,35415,81764551,2816,Gunsan RE,2014-03-24T00:00:00.0000000
332954697,28807,5554,6787,Jungbu Incheon,2013-06-24T00:00:00.0000000
333183200,60668,6078983,6406,Jungbu Incheon,2011-05-11T00:00:00.0000000
333526221,415,32649642,2755,Gwangyang,2010-02-26T00:00:00.0000000
333811937,47759,1256979,13157,Jungbu Incheon,2011-10-21T00:00:00.0000000
334019780,649867,35276741,8369,Iksan,2019-11-29T00:00:00.0000000
334127381,5469,654421,10560,Jungbu Incheon,2016-11-15T00:00:00.0000000
334247697,30646,33350008,6375,Pohang,2010-11-10T00:00:00.0000000
334453441,499223,50419501,8800,Gunsan RE,2018-03-12T00:00:00.0000000
334688385,57019,55966696,11950,Pohang,2016-09-28T00:00:00.0000000
334779100,6387,256043200,373,Iksan,2018-06-29T00:00:00.0000000
334820195,29293,209452005,53,Gunsan RE,2013-02-27T00:00:00.0000000
334929657,71595,186113,1282,Jungbu Incheon,2012-03-19T00:00:00.0000000
334962900,67783,236915,12825,Jungbu Incheon,2012-11-07T00:00:00.0000000
335033150,30091,39000081,8593,Iksan,2019-01-15T00:00:00.0000000
335134360,10002,335758,13186,Jungbu Incheon,2012-04-04T00:00:00.0000000
335318596,1533,1281,10138,Jungbu Incheon,2017-09-01T00:00:00.0000000
335328605,130625,2462,2260,Gunsan RE,2015-11-09T00:00:00.0000000
335339220,7046105,188,1159,Gunsan RE,2010-05-26T00:00:00.0000000
335622261,4306,363060,5412,Jungbu Incheon,2017-02-15T00:00:00.0000000
336148868,19069,95506,4831,Pohang,2013-11-20T00:00:00.0000000
336197195,121000,15,109,Gunsan RE,2014-08-19T00:00:00.0000000
336224842,956,207549,9998,Jungbu Incheon,2017-11-06T00:00:00.0000000
336280070,37940,4946,430,Jungbu Incheon,2014-01-24T00:00:00.0000000
336498310,18404,252242108,13817,Pohang,2019-06-28T00:00:00.0000000
336564800,17777,4305660,4099,Jungbu Incheon,2010-09-27T00:00:00.0000000
336780640,1972,9045,7961,Jungbu Incheon,2015-05-18T00:00:00.0000000
337111700,400147,4842864,9894,Iksan,2010-07-30T00:00:00.0000000
337140798,22423,1725908640,8473,Gwangyang,2020-02-28T00:00:00.0000000
337420290,8,337420290,14799,Pohang,2018-09-28T00:00:00.0000000
337660000,4206,325902800,4081,Gunsan Chemical,2017-02-15T00:00:00.0000000
337680242,9732,20618,8572,Jungbu Incheon,2016-11-02T00:00:00.0000000
337921037,98717,7811737,3477,Gunsan Chemical,2012-02-10T00:00:00.0000000
337961680,49327,7938,3870,Jungbu Incheon,2013-09-12T00:00:00.0000000
338114428,1064,1988,13088,Jungbu Incheon,2014-03-17T00:00:00.0000000
338293460,47001,352009650,1347,Gunsan Chemical,2018-03-26T00:00:00.0000000
338323022,2251,563,2520,Jungbu Incheon,2018-06-10T00:00:00.0000000
338515160,18530,16302,7036,Jungbu Incheon,2012-08-03T00:00:00.0000000
338618101,22318,31755,9537,Jungbu Incheon,2014-08-05T00:00:00.0000000
338627774,1420800,0,6714,Gunsan RE,2020-01-08T00:00:00.0000000
338704619,6985,57943,6208,Jungbu Incheon,2010-03-17T00:00:00.0000000
338874760,200,165200,6849,Gunsan Chemical,2017-08-04T00:00:00.0000000
339189350,384000,0,9945,Gunsan RE,2016-09-11T00:00:00.0000000
339269632,35996,25545,9558,Jungbu Incheon,2016-04-18T00:00:00.0000000
339301876,384001,77000001,13808,Gunsan RE,2017-08-16T00:00:00.0000000
339593080,1216,88871500,3505,Iksan,2012-07-20T00:00:00.0000000
340000000,0,990000000,3688,Gunsan Chemical,2018-01-25T00:00:00.0000000
340000000,1,340000000,1573,Gunsan Chemical,2011-06-20T00:00:00.0000000
340086000,2,2395300000,7023,Gwangyang,2011-11-29T00:00:00.0000000
340173480,120000,2,7784,Gunsan RE,2015-12-15T00:00:00.0000000
340393880,24300,26,12810,Gunsan RE,2013-05-05T00:00:00.0000000
340484760,100000,2,6256,Gunsan RE,2015-04-09T00:00:00.0000000
340526924,8319,236804029,11612,Gunsan Chemical,2018-08-28T00:00:00.0000000
340543606,2985,102,13073,Gunsan RE,2018-09-22T00:00:00.0000000
340719500,949,4554,1460,Jungbu Incheon,2017-05-01T00:00:00.0000000
340740750,1500,617,3197,Jungbu Incheon,2013-05-01T00:00:00.0000000
340752424,781,25000295,8809,Gunsan RE,2014-08-18T00:00:00.0000000
340821000,1500,195,5187,Jungbu Incheon,2015-10-10T00:00:00.0000000
340960000,500000,0,3067,Gunsan RE,2018-01-07T00:00:00.0000000
341027286,6838,2084,14784,Jungbu Incheon,2017-06-27T00:00:00.0000000
341079073,43362,262155268,893,Gunsan Chemical,2020-04-27T00:00:00.0000000
341100000,2,1761500000,10200,Pohang,2013-03-30T00:00:00.0000000
341387054,30752,8,10779,Pohang,2010-06-12T00:00:00.0000000
341567032,2242,2856,9140,Jungbu Incheon,2019-04-09T00:00:00.0000000
341929270,623057,292352459,7205,Gwangyang,2017-09-29T00:00:00.0000000
342216576,120000,2,10849,Gunsan RE,2015-07-03T00:00:00.0000000
342374259,1707,1723,3123,Jungbu Incheon,2018-07-17T00:00:00.0000000
342527140,32370,8519,7909,Jungbu Incheon,2016-02-04T00:00:00.0000000
342664320,1860,42567,9676,Jungbu Incheon,2014-12-18T00:00:00.0000000
342687123,16284,3658,10992,Jungbu Incheon,2016-11-24T00:00:00.0000000
342766080,121000,5792,10391,Gunsan RE,2015-06-04T00:00:00.0000000
343498775,2662,704,7265,Jungbu Incheon,2019-11-07T00:00:00.0000000
344000940,1660,1780,9112,Jungbu Incheon,2013-02-08T00:00:00.0000000
344068018,18810,128900010,12312,Pohang,2015-04-22T00:00:00.0000000
344156540,30030,844917,6617,Jungbu Incheon,2011-07-04T00:00:00.0000000
344543980,2280,1004,1333,Jungbu Incheon,2017-07-10T00:00:00.0000000
345000000,0,1150000000,11731,Gunsan Chemical,2019-11-13T00:00:00.0000000
345210944,48886,21773,6433,Jungbu Incheon,2016-03-21T00:00:00.0000000
345639000,6000,109,4487,Gunsan Chemical,2014-04-03T00:00:00.0000000
345656160,120000,2,6272,Gunsan RE,2014-03-29T00:00:00.0000000
345700000,6,345700000,14721,Gunsan Chemical,2018-11-20T00:00:00.0000000
345814680,120000,2,9932,Gunsan RE,2014-06-21T00:00:00.0000000
346031544,457,679,1103,Gwangyang,2010-04-13T00:00:00.0000000
346089500,18,338347200,7374,Pohang,2017-05-25T00:00:00.0000000
346463576,942,5013,10717,Jungbu Incheon,2018-10-04T00:00:00.0000000
346511770,384000,0,11677,Gunsan RE,2016-09-22T00:00:00.0000000
346529000,13,346529000,14311,Gwangyang,2015-10-26T00:00:00.0000000
346586095,1009,745263589,12499,Iksan,2019-11-28T00:00:00.0000000
346831900,6208,1955172038,5839,Iksan VIP,2012-02-28T00:00:00.0000000
346978704,14306,7107343,10098,Jungbu Incheon,2012-07-27T00:00:00.0000000
347259000,2600,481,12090,Jungbu Incheon,2019-01-17T00:00:00.0000000
347295840,120000,2,5265,Gunsan RE,2014-11-05T00:00:00.0000000
347341764,1526,616,5612,Jungbu Incheon,2015-11-04T00:00:00.0000000
347580600,120000,2,14590,Gunsan RE,2014-05-11T00:00:00.0000000
348209306,1267,18601,3294,Jungbu Incheon,2018-01-26T00:00:00.0000000
348228020,75792,1309145,3863,Jungbu Incheon,2014-04-25T00:00:00.0000000
348256753,903,25003438,6329,Jungbu Incheon,2019-06-28T00:00:00.0000000
348400000,21,348400000,13894,Pohang,2018-06-27T00:00:00.0000000
348622848,2400,134,2415,Gunsan RE,2018-05-19T00:00:00.0000000
349154290,30674,502909,6334,Jungbu Incheon,2011-01-07T00:00:00.0000000
349288875,90486,207989685,2947,Gunsan Chemical,2011-12-27T00:00:00.0000000
349500000,2,349500000,6416,Gunsan Chemical,2018-04-13T00:00:00.0000000
349826588,159899,195686561,7629,Gunsan Chemical,2020-02-28T00:00:00.0000000
349894512,120000,2,13425,Gunsan RE,2015-07-18T00:00:00.0000000
350013930,418,21051336,14034,Iksan,2017-10-25T00:00:00.0000000
350225379,9678,23826,9139,Jungbu Incheon,2011-08-04T00:00:00.0000000
350328800,80001,41000003,14480,Gunsan RE,2012-05-24T00:00:00.0000000
350610000,100000,3,8250,Gunsan RE,2010-08-04T00:00:00.0000000
350725504,918,6410,13132,Jungbu Incheon,2018-11-01T00:00:00.0000000
350778863,45930,8218386,10365,Jungbu Incheon,2012-04-27T00:00:00.0000000
351030279,1096,907,13874,Jungbu Incheon,2011-07-27T00:00:00.0000000
351204782,24007,325525852,3168,Gunsan Chemical,2018-11-16T00:00:00.0000000
351266860,22145,1530597300,12608,Gunsan RE,2012-07-10T00:00:00.0000000
351300000,5,351300000,3957,Gwangyang,2018-10-23T00:00:00.0000000
351417160,837686,24402128,14805,Iksan,2013-08-30T00:00:00.0000000
351931465,26675,5641,6475,Jungbu Incheon,2013-01-25T00:00:00.0000000
352012252,11700,606555993,2985,Gunsan Chemical,2018-12-24T00:00:00.0000000
352040000,1,2534640000,14244,Iksan VIP,2013-03-30T00:00:00.0000000
352199160,120000,2,9990,Gunsan RE,2014-04-19T00:00:00.0000000
352495000,359,344921700,13017,Gwangyang,2019-05-24T00:00:00.0000000
352955590,12410,17627,10037,Jungbu Incheon,2014-02-20T00:00:00.0000000
353117440,100004,78100002,11775,Gunsan RE,2014-08-06T00:00:00.0000000
353272369,5200,776005815,7408,Gwangyang,2011-09-14T00:00:00.0000000
353561784,2511,4475,629,Jungbu Incheon,2017-08-24T00:00:00.0000000
353597509,19997,283997363,13041,Gunsan Chemical,2012-12-28T00:00:00.0000000
353818611,27735,294348,8887,Jungbu Incheon,2015-08-18T00:00:00.0000000
353934560,104000,24,1619,Gunsan RE,2015-04-08T00:00:00.0000000
353974444,2181,458,8233,Jungbu Incheon,2019-04-03T00:00:00.0000000
354058503,1560,351,6153,Jungbu Incheon,2019-07-01T00:00:00.0000000
354300884,82421,265556,1307,Jungbu Incheon,2013-09-23T00:00:00.0000000
354378678,35179,761955,6510,Jungbu Incheon,2010-09-01T00:00:00.0000000
354500000,6,354500000,13015,Pohang,2014-11-07T00:00:00.0000000
354566860,1087,242800,13331,Jungbu Incheon,2010-01-21T00:00:00.0000000
354660831,36478,1902082,6903,Jungbu Incheon,2010-07-27T00:00:00.0000000
355078560,120000,2,12906,Gunsan RE,2017-11-17T00:00:00.0000000
355206450,42606,28350,2884,Jungbu Incheon,2010-06-16T00:00:00.0000000
355380000,0,15998000000,8163,Gunsan RE,2012-10-23T00:00:00.0000000
355863368,42561,618339835,1264,Iksan,2019-12-27T00:00:00.0000000
356421216,12718,6218,9376,Jungbu Incheon,2012-07-10T00:00:00.0000000
356718800,35470,5085,14508,Jungbu Incheon,2016-10-11T00:00:00.0000000
357057000,8,688530000,4742,Pohang,2013-12-27T00:00:00.0000000
357555390,12301,504126,1140,Jungbu Incheon,2011-12-02T00:00:00.0000000
357730560,36000,8,7772,Gunsan RE,2018-12-17T00:00:00.0000000
357827838,3068,200,12654,Jungbu Incheon,2015-08-01T00:00:00.0000000
358113830,1576,619,8035,Jungbu Incheon,2019-01-27T00:00:00.0000000
358358880,120000,2,10530,Gunsan RE,2017-11-10T00:00:00.0000000
358592000,2,1235200000,14469,Pohang,2015-12-23T00:00:00.0000000
358850000,7,358850000,12998,Gwangyang,2013-10-24T00:00:00.0000000
359100022,1798,14538,10139,Jungbu Incheon,2016-06-29T00:00:00.0000000
359226963,149000,8,11981,Gunsan RE,2010-11-03T00:00:00.0000000
359229552,25309,32545,7088,Jungbu Incheon,2016-10-17T00:00:00.0000000
359404520,338,3598442340,11634,Pohang,2014-02-26T00:00:00.0000000
359509860,33757,683893,2744,Jungbu Incheon,2011-12-12T00:00:00.0000000
359678400,998401,49800000,14687,Gunsan RE,2019-02-15T00:00:00.0000000
360000000,0,450000000,14652,Gunsan RE,2011-08-07T00:00:00.0000000
360016999,0,450021249,14485,Gunsan Chemical,2010-03-20T00:00:00.0000000
360060000,2,1087100000,845,Pohang,2011-11-15T00:00:00.0000000
360500656,28748,10,8983,Pohang,2012-04-22T00:00:00.0000000
361107040,164078,734911757,12248,Pohang,2018-12-27T00:00:00.0000000
361361280,120001,18600002,2344,Gunsan RE,2014-10-16T00:00:00.0000000
361444300,48585,34640,1916,Jungbu Incheon,2012-03-06T00:00:00.0000000
361445332,1029,2818,7099,Jungbu Incheon,2020-03-24T00:00:00.0000000
361607133,172584,649907396,3994,Gunsan Chemical,2011-06-24T00:00:00.0000000
361647260,12250,12680,1400,Jungbu Incheon,2013-06-10T00:00:00.0000000
361730112,117638,137438427,6215,Pohang,2012-08-30T00:00:00.0000000
361742000,0,1796000000,9086,Pohang,2019-08-21T00:00:00.0000000
361773625,600,517,13612,Iksan,2012-01-10T00:00:00.0000000
362151405,5400,57,842,Gunsan RE,2020-01-24T00:00:00.0000000
362227822,8484,515563535,14238,Gwangyang,2016-10-28T00:00:00.0000000
362514400,28826,155550,1940,Jungbu Incheon,2012-08-07T00:00:00.0000000
362543500,1200,527,6174,Jungbu Incheon,2012-07-06T00:00:00.0000000
363840000,0,495000000,5455,Gunsan Chemical,2018-01-24T00:00:00.0000000
363964666,7004,43279234,4757,Gunsan Chemical,2015-03-10T00:00:00.0000000
364027497,5827,499417778,14700,Gunsan Chemical,2015-08-27T00:00:00.0000000
364225373,36800,4028,7411,Jungbu Incheon,2014-06-03T00:00:00.0000000
364389902,72245,135340917,6218,Gunsan RE,2013-01-29T00:00:00.0000000
364518671,160461,6295516,4095,Jungbu Incheon,2012-10-30T00:00:00.0000000
364745469,2000,60727,5261,Jungbu Incheon,2017-11-07T00:00:00.0000000
364861715,27678,11,9328,Pohang,2013-08-21T00:00:00.0000000
364940000,17,458540000,3308,Pohang,2019-11-25T00:00:00.0000000
365423200,15,365423200,13822,Gwangyang,2011-10-01T00:00:00.0000000
365435271,22357,4689410,9017,Jungbu Incheon,2013-03-25T00:00:00.0000000
365601800,29000,10001,14531,Jungbu Incheon,2014-11-10T00:00:00.0000000
365844850,100001,357800002,8682,Gunsan RE,2014-08-14T00:00:00.0000000
365990536,17048,612000,6152,Jungbu Incheon,2012-08-02T00:00:00.0000000
366209680,36450,3108,12450,Jungbu Incheon,2013-02-20T00:00:00.0000000
366276160,19610,6706,4655,Jungbu Incheon,2016-03-18T00:00:00.0000000
366418147,47137,14827965,6263,Jungbu Incheon,2013-09-24T00:00:00.0000000
366685152,44240,87840,2283,Jungbu Incheon,2013-12-23T00:00:00.0000000
366725093,1653,1175,1016,Jungbu Incheon,2018-11-22T00:00:00.0000000
366914500,9875,50363706,14592,Gunsan RE,2018-04-26T00:00:00.0000000
366941295,600,535,4908,Iksan,2012-05-12T00:00:00.0000000
367097088,1574400,0,3532,Gunsan RE,2020-02-14T00:00:00.0000000
367265104,18083,515197374,4664,Iksan,2020-01-30T00:00:00.0000000
367453073,2110,7791,426,Jungbu Incheon,2017-08-16T00:00:00.0000000
367770360,502,28571062,4000,Gwangyang,2020-03-20T00:00:00.0000000
367899832,49184,160123191,9774,Gunsan RE,2012-12-28T00:00:00.0000000
367946479,224,248976482,13834,Pohang,2012-06-27T00:00:00.0000000
368264281,659,2738,7719,Pohang,2012-03-19T00:00:00.0000000
368600000,0,1030000000,9566,Pohang,2010-09-27T00:00:00.0000000
368965052,56954,69430,3656,Jungbu Incheon,2010-06-01T00:00:00.0000000
368997010,6115,409151330,4640,Pohang,2018-01-30T00:00:00.0000000
369118810,43235,33486,8709,Jungbu Incheon,2012-01-13T00:00:00.0000000
369120000,1800,157400,276,Jungbu Incheon,2012-12-22T00:00:00.0000000
369195273,2281,579,11989,Jungbu Incheon,2018-09-01T00:00:00.0000000
369382172,14744,15627,11271,Jungbu Incheon,2015-10-23T00:00:00.0000000
369415675,1379,11674,9029,Jungbu Incheon,2018-01-24T00:00:00.0000000
369514720,4505,607862318,7039,Gwangyang,2016-12-29T00:00:00.0000000
369626250,126500,9223,513,Gunsan RE,2014-02-20T00:00:00.0000000
369680909,384000,0,5643,Gunsan RE,2016-05-15T00:00:00.0000000
369838990,92,2967337240,6407,Pohang,2019-12-26T00:00:00.0000000
369922245,1053,3516557,3283,Jungbu Incheon,2018-02-01T00:00:00.0000000
370191365,49831,58202280,14003,Pohang,2012-08-21T00:00:00.0000000
370291146,28767,10,12661,Pohang,2012-06-09T00:00:00.0000000
370297579,3136,523,8979,Jungbu Incheon,2019-04-20T00:00:00.0000000
370543711,3150,510,13912,Jungbu Incheon,2017-08-15T00:00:00.0000000
370725000,5001,405500645,1298,Gunsan RE,2014-10-02T00:00:00.0000000
370800000,1,518000000,2261,Gunsan Chemical,2017-09-25T00:00:00.0000000
370851264,384000,0,3000,Gunsan RE,2016-01-09T00:00:00.0000000
371083440,165360,106376236,9943,Gwangyang,2018-03-30T00:00:00.0000000
371336000,0,2760000000,13006,Pohang,2019-09-21T00:00:00.0000000
371829680,24543,134820475,5627,Gunsan RE,2012-06-18T00:00:00.0000000
371893786,46655,834022,5383,Jungbu Incheon,2011-08-03T00:00:00.0000000
372050840,18762,5462,4502,Jungbu Incheon,2015-03-04T00:00:00.0000000
372656151,39692,8,10307,Pohang,2010-11-04T00:00:00.0000000
373287300,15,477987300,10514,Pohang,2018-11-26T00:00:00.0000000
373388880,20400,2762,7310,Iksan,2018-01-10T00:00:00.0000000
373664490,555579,179867563,7946,Iksan,2019-08-30T00:00:00.0000000
373671700,45,660025636,12392,Gunsan Chemical,2016-04-26T00:00:00.0000000
373799350,122640,5242,7999,Gunsan RE,2010-02-23T00:00:00.0000000
374083900,-36153,3096487500,9435,Iksan VIP,2012-10-31T00:00:00.0000000
374221500,1700,425,9680,Jungbu Incheon,2012-12-01T00:00:00.0000000
374536742,384000,0,6385,Gunsan RE,2016-03-22T00:00:00.0000000
375453220,1305600,0,1165,Gunsan RE,2019-08-12T00:00:00.0000000
375502612,39666,8,12568,Pohang,2010-10-14T00:00:00.0000000
375580000,96,349440000,6837,Gwangyang,2018-10-30T00:00:00.0000000
375716724,2802,342,13651,Jungbu Incheon,2017-11-21T00:00:00.0000000
375769901,12501,245,14555,Jungbu Incheon,2014-05-01T00:00:00.0000000
375880661,51176,417024,11092,Jungbu Incheon,2010-10-08T00:00:00.0000000
376439980,19831,685208875,13972,Pohang,2014-11-27T00:00:00.0000000
376774131,453,746,42,Iksan,2011-02-11T00:00:00.0000000
376805037,2747,360,5958,Jungbu Incheon,2018-01-01T00:00:00.0000000
376895024,1477,225000204,3677,Jungbu Incheon,2019-06-25T00:00:00.0000000
376947435,176491,26489,2937,Jungbu Incheon,2015-10-01T00:00:00.0000000
377058700,52978,738178,10975,Jungbu Incheon,2012-11-13T00:00:00.0000000
377406336,1002,98108,11281,Jungbu Incheon,2018-09-10T00:00:00.0000000
377565000,7,377565000,9548,Gwangyang,2012-09-27T00:00:00.0000000
377828707,27733,12,8063,Gunsan RE,2018-12-30T00:00:00.0000000
377858370,16805,203433,8242,Jungbu Incheon,2015-11-23T00:00:00.0000000
378535826,27690,8791,7953,Jungbu Incheon,2013-10-11T00:00:00.0000000
378765957,140000,2,7302,Gunsan RE,2017-09-26T00:00:00.0000000
378995997,16756,2402,10381,Jungbu Incheon,2013-10-17T00:00:00.0000000
379072656,1158,5124,8444,Jungbu Incheon,2016-05-27T00:00:00.0000000
379368950,23906,8145,9495,Jungbu Incheon,2017-03-22T00:00:00.0000000
379451385,104366,53734,3990,Jungbu Incheon,2014-02-17T00:00:00.0000000
379476720,1730,1058,13531,Jungbu Incheon,2016-02-20T00:00:00.0000000
379703040,35405,5348,14501,Jungbu Incheon,2012-08-01T00:00:00.0000000
379824800,120901,23005302,9780,Gunsan RE,2014-07-28T00:00:00.0000000
380000000,463662,819,12332,Iksan,2013-12-05T00:00:00.0000000
380080096,18144,1700002209,14188,Iksan,2017-10-17T00:00:00.0000000
380321630,28586,10424397,10609,Jungbu Incheon,2010-12-14T00:00:00.0000000
380351027,1684,523,464,Jungbu Incheon,2020-02-18T00:00:00.0000000
380556666,2277,910,11267,Jungbu Incheon,2018-11-13T00:00:00.0000000
380558374,114107,207435661,2199,Gunsan Chemical,2017-04-26T00:00:00.0000000
380679495,2116,2448,12365,Jungbu Incheon,2018-03-26T00:00:00.0000000
380722425,26111,97905,12553,Jungbu Incheon,2010-03-18T00:00:00.0000000
380803571,52493,302660002,1793,Gunsan RE,2010-09-20T00:00:00.0000000
381040856,13478,112724,5267,Jungbu Incheon,2012-01-05T00:00:00.0000000
381043560,120001,45000002,10279,Gunsan RE,2015-12-24T00:00:00.0000000
381057019,2410,706,13470,Jungbu Incheon,2018-08-23T00:00:00.0000000
381229754,110720,996,9768,Gunsan RE,2018-06-08T00:00:00.0000000
381278680,48334,596718924,10882,Gunsan Chemical,2019-05-27T00:00:00.0000000
381340528,1969,5342,10439,Jungbu Incheon,2018-04-04T00:00:00.0000000
383159196,12972,4382,11085,Jungbu Incheon,2016-08-03T00:00:00.0000000
383255890,110234,47556875,4902,Gunsan RE,2013-10-28T00:00:00.0000000
383261550,1300,785,14332,Jungbu Incheon,2018-12-23T00:00:00.0000000
383359312,1,86237800,1408,Gunsan RE,2016-03-09T00:00:00.0000000
383678222,0,944000000,6054,Gunsan Chemical,2011-06-14T00:00:00.0000000
383938900,267,1176660200,7806,Gwangyang,2018-10-05T00:00:00.0000000
384061820,21004,60800013,2442,Pohang,2011-12-29T00:00:00.0000000
384912000,24300,41,9891,Gunsan RE,2013-04-07T00:00:00.0000000
385285182,1,1500075890,12483,Gunsan RE,2012-03-15T00:00:00.0000000
385427568,3152,326,5179,Gunsan RE,2019-01-26T00:00:00.0000000
385559741,27864,13,189,Gunsan RE,2013-10-19T00:00:00.0000000
385581140,11184,341538400,3778,Gunsan Chemical,2018-03-29T00:00:00.0000000
386238706,200790,212665967,3895,Gunsan Chemical,2018-07-30T00:00:00.0000000
